Date,Symbols,Close
2017-01-23,a.bk,6.25
2017-01-23,a5.bk,14.0
2017-01-24,2s.bk,5.220001220703125
2017-01-24,7up.bk,0.8500000238418579
2017-01-24,a.bk,6.300000190734863
2017-01-24,a5.bk,14.0
2017-01-25,2s.bk,5.220001220703125
2017-01-25,7up.bk,0.8399999737739563
2017-01-25,a.bk,6.300000190734863
2017-01-25,a5.bk,14.0
2017-01-26,2s.bk,5.190001010894775
2017-01-26,7up.bk,0.8399999737739563
2017-01-26,a.bk,6.300000190734863
2017-01-26,a5.bk,14.0
2017-01-27,2s.bk,5.100000858306885
2017-01-27,7up.bk,0.8299999833106995
2017-01-27,a.bk,6.25
2017-01-27,a5.bk,14.0
2017-01-30,2s.bk,5.190001010894775
2017-01-30,7up.bk,0.8500000238418579
2017-01-30,a.bk,6.25
2017-01-30,a5.bk,14.0
2017-01-31,2s.bk,5.130001068115234
2017-01-31,7up.bk,0.8299999833106995
2017-01-31,a.bk,6.5
2017-01-31,a5.bk,14.0
2017-02-01,2s.bk,5.040000915527344
2017-02-01,7up.bk,0.8399999737739563
2017-02-01,a.bk,6.400000095367432
2017-02-01,a5.bk,14.0
2017-02-02,2s.bk,4.80000114440918
2017-02-02,7up.bk,0.8199999928474426
2017-02-02,a.bk,6.449999809265137
2017-02-02,a5.bk,14.0
2017-02-03,2s.bk,4.650001049041748
2017-02-03,7up.bk,0.7799999713897705
2017-02-03,a.bk,6.5
2017-02-03,a5.bk,14.0
2017-02-06,2s.bk,5.070001125335693
2017-02-06,7up.bk,0.7799999713897705
2017-02-06,a.bk,6.449999809265137
2017-02-06,a5.bk,14.0
2017-02-07,2s.bk,4.980000972747803
2017-02-07,7up.bk,0.7599999904632568
2017-02-07,a.bk,6.449999809265137
2017-02-07,a5.bk,14.0
2017-02-08,2s.bk,4.980000972747803
2017-02-08,7up.bk,0.7200000286102295
2017-02-08,a.bk,6.449999809265137
2017-02-08,a5.bk,14.0
2017-02-09,2s.bk,4.890000820159912
2017-02-09,7up.bk,0.6700000166893005
2017-02-09,a.bk,6.449999809265137
2017-02-09,a5.bk,14.0
2017-02-10,2s.bk,4.980000972747803
2017-02-10,7up.bk,0.6899999976158142
2017-02-10,a.bk,6.449999809265137
2017-02-10,a5.bk,14.0
2017-02-14,2s.bk,4.890000820159912
2017-02-14,7up.bk,0.7099999785423279
2017-02-14,a.bk,6.449999809265137
2017-02-14,a5.bk,14.0
2017-02-15,2s.bk,4.860001087188721
2017-02-15,7up.bk,0.7200000286102295
2017-02-15,a.bk,6.449999809265137
2017-02-15,a5.bk,14.0
2017-02-16,2s.bk,4.920001029968262
2017-02-16,7up.bk,0.7200000286102295
2017-02-16,a.bk,6.5
2017-02-16,a5.bk,14.0
2017-02-17,2s.bk,4.920001029968262
2017-02-17,7up.bk,0.7099999785423279
2017-02-17,a.bk,6.5
2017-02-17,a5.bk,14.0
2017-02-20,2s.bk,5.040000915527344
2017-02-20,7up.bk,0.699999988079071
2017-02-20,a.bk,6.5
2017-02-20,a5.bk,14.0
2017-02-21,2s.bk,4.920001029968262
2017-02-21,7up.bk,0.6899999976158142
2017-02-21,a.bk,6.5
2017-02-21,a5.bk,14.0
2017-02-22,2s.bk,4.890000820159912
2017-02-22,7up.bk,0.6800000071525574
2017-02-22,a.bk,6.5
2017-02-22,a5.bk,14.0
2017-02-23,2s.bk,5.130001068115234
2017-02-23,7up.bk,0.6800000071525574
2017-02-23,a.bk,6.5
2017-02-23,a5.bk,14.0
2017-02-24,2s.bk,5.370000839233398
2017-02-24,7up.bk,0.6700000166893005
2017-02-24,a.bk,6.5
2017-02-24,a5.bk,14.0
2017-02-27,2s.bk,5.100000858306885
2017-02-27,7up.bk,0.6499999761581421
2017-02-27,a.bk,6.5
2017-02-27,a5.bk,14.0
2017-02-28,2s.bk,5.040000915527344
2017-02-28,7up.bk,0.6499999761581421
2017-02-28,a.bk,6.5
2017-02-28,a5.bk,14.0
2017-03-01,2s.bk,5.130001068115234
2017-03-01,7up.bk,0.6499999761581421
2017-03-01,a.bk,6.5
2017-03-01,a5.bk,14.0
2017-03-02,2s.bk,5.160000801086426
2017-03-02,7up.bk,0.6299999952316284
2017-03-02,a.bk,6.5
2017-03-02,a5.bk,14.0
2017-03-03,2s.bk,5.070001125335693
2017-03-03,7up.bk,0.6299999952316284
2017-03-03,a.bk,6.5
2017-03-03,a5.bk,14.0
2017-03-06,2s.bk,4.920001029968262
2017-03-06,7up.bk,0.6200000047683716
2017-03-06,a.bk,6.5
2017-03-06,a5.bk,14.0
2017-03-07,2s.bk,4.860001087188721
2017-03-07,7up.bk,0.6899999976158142
2017-03-07,a.bk,6.5
2017-03-07,a5.bk,14.0
2017-03-08,2s.bk,4.650001049041748
2017-03-08,7up.bk,0.6800000071525574
2017-03-08,a.bk,6.5
2017-03-08,a5.bk,14.0
2017-03-09,2s.bk,4.80000114440918
2017-03-09,7up.bk,0.6899999976158142
2017-03-09,a.bk,6.5
2017-03-09,a5.bk,14.0
2017-03-10,2s.bk,4.740001201629639
2017-03-10,7up.bk,0.6899999976158142
2017-03-10,a.bk,6.5
2017-03-10,a5.bk,14.0
2017-03-13,2s.bk,4.650001049041748
2017-03-13,7up.bk,0.6700000166893005
2017-03-13,a.bk,6.449999809265137
2017-03-13,a5.bk,14.0
2017-03-14,2s.bk,4.830000877380371
2017-03-14,7up.bk,0.6600000262260437
2017-03-14,a.bk,6.5
2017-03-14,a5.bk,14.0
2017-03-15,2s.bk,4.740001201629639
2017-03-15,7up.bk,0.6499999761581421
2017-03-15,a.bk,6.5
2017-03-15,a5.bk,14.0
2017-03-16,2s.bk,4.920001029968262
2017-03-16,7up.bk,0.6399999856948853
2017-03-16,a.bk,6.5
2017-03-16,a5.bk,14.0
2017-03-17,2s.bk,5.040000915527344
2017-03-17,7up.bk,0.6299999952316284
2017-03-17,a.bk,6.5
2017-03-17,a5.bk,14.0
2017-03-20,2s.bk,4.950000762939453
2017-03-20,7up.bk,0.6800000071525574
2017-03-20,a.bk,6.5
2017-03-20,a5.bk,14.0
2017-03-21,2s.bk,4.77000093460083
2017-03-21,7up.bk,0.6700000166893005
2017-03-21,a.bk,6.5
2017-03-21,a5.bk,14.0
2017-03-22,2s.bk,4.80000114440918
2017-03-22,7up.bk,0.6600000262260437
2017-03-22,a.bk,6.5
2017-03-22,a5.bk,14.0
2017-03-23,2s.bk,4.830000877380371
2017-03-23,7up.bk,0.6600000262260437
2017-03-23,a.bk,6.5
2017-03-23,a5.bk,14.0
2017-03-24,2s.bk,4.80000114440918
2017-03-24,7up.bk,0.6499999761581421
2017-03-24,a.bk,6.449999809265137
2017-03-24,a5.bk,14.0
2017-03-27,2s.bk,4.77000093460083
2017-03-27,7up.bk,0.6399999856948853
2017-03-27,a.bk,6.5
2017-03-27,a5.bk,14.0
2017-03-28,2s.bk,4.860001087188721
2017-03-28,7up.bk,0.6299999952316284
2017-03-28,a.bk,6.5
2017-03-28,a5.bk,14.0
2017-03-29,2s.bk,4.860001087188721
2017-03-29,7up.bk,0.6399999856948853
2017-03-29,a.bk,6.5
2017-03-29,a5.bk,14.0
2017-03-30,2s.bk,4.860001087188721
2017-03-30,7up.bk,0.6499999761581421
2017-03-30,a.bk,6.5
2017-03-30,a5.bk,14.0
2017-03-31,2s.bk,4.950000762939453
2017-03-31,7up.bk,0.6499999761581421
2017-03-31,a.bk,6.5
2017-03-31,a5.bk,14.0
2017-04-03,2s.bk,4.860001087188721
2017-04-03,7up.bk,0.6499999761581421
2017-04-03,a.bk,6.5
2017-04-03,a5.bk,14.0
2017-04-04,2s.bk,4.860001087188721
2017-04-04,7up.bk,0.6499999761581421
2017-04-04,a.bk,6.5
2017-04-04,a5.bk,14.0
2017-04-05,2s.bk,4.860001087188721
2017-04-05,7up.bk,0.6499999761581421
2017-04-05,a.bk,6.5
2017-04-05,a5.bk,14.0
2017-04-07,2s.bk,4.860001087188721
2017-04-07,7up.bk,0.6399999856948853
2017-04-07,a.bk,6.5
2017-04-07,a5.bk,14.0
2017-04-10,2s.bk,4.920001029968262
2017-04-10,7up.bk,0.6399999856948853
2017-04-10,a.bk,6.5
2017-04-10,a5.bk,14.0
2017-04-11,2s.bk,4.860001087188721
2017-04-11,7up.bk,0.6399999856948853
2017-04-11,a.bk,6.5
2017-04-11,a5.bk,14.0
2017-04-12,2s.bk,4.830000877380371
2017-04-12,7up.bk,0.6399999856948853
2017-04-12,a.bk,6.5
2017-04-12,a5.bk,14.0
2017-04-17,2s.bk,4.80000114440918
2017-04-17,7up.bk,0.6299999952316284
2017-04-17,a.bk,6.5
2017-04-17,a5.bk,14.0
2017-04-18,2s.bk,4.830000877380371
2017-04-18,7up.bk,0.6399999856948853
2017-04-18,a.bk,6.5
2017-04-18,a5.bk,14.0
2017-04-19,2s.bk,4.77000093460083
2017-04-19,7up.bk,0.6299999952316284
2017-04-19,a.bk,6.5
2017-04-19,a5.bk,14.0
2017-04-20,2s.bk,4.80000114440918
2017-04-20,7up.bk,0.6399999856948853
2017-04-20,a.bk,6.5
2017-04-20,a5.bk,14.0
2017-04-21,2s.bk,4.80000114440918
2017-04-21,7up.bk,0.6299999952316284
2017-04-21,a.bk,6.5
2017-04-21,a5.bk,14.0
2017-04-24,2s.bk,4.740001201629639
2017-04-24,7up.bk,0.6299999952316284
2017-04-24,a.bk,6.5
2017-04-24,a5.bk,14.0
2017-04-25,2s.bk,4.6800007820129395
2017-04-25,7up.bk,0.6200000047683716
2017-04-25,a.bk,6.5
2017-04-25,a5.bk,14.0
2017-04-26,2s.bk,4.6800007820129395
2017-04-26,7up.bk,0.6399999856948853
2017-04-26,a.bk,6.5
2017-04-26,a5.bk,14.0
2017-04-27,2s.bk,4.860001087188721
2017-04-27,7up.bk,0.6499999761581421
2017-04-27,a.bk,6.5
2017-04-27,a5.bk,14.0
2017-04-28,2s.bk,4.830000877380371
2017-04-28,7up.bk,0.6100000143051147
2017-04-28,a.bk,6.5
2017-04-28,a5.bk,14.0
2017-05-02,2s.bk,4.830000877380371
2017-05-02,7up.bk,0.5799999833106995
2017-05-02,a.bk,6.5
2017-05-02,a5.bk,14.0
2017-05-03,2s.bk,4.830000877380371
2017-05-03,7up.bk,0.5899999737739563
2017-05-03,a.bk,6.5
2017-05-03,a5.bk,14.0
2017-05-04,2s.bk,4.860001087188721
2017-05-04,7up.bk,0.5799999833106995
2017-05-04,a.bk,6.5
2017-05-04,a5.bk,14.0
2017-05-08,2s.bk,4.880000114440918
2017-05-08,7up.bk,0.550000011920929
2017-05-08,a.bk,6.5
2017-05-08,a5.bk,14.0
2017-05-09,2s.bk,4.760000228881836
2017-05-09,7up.bk,0.5199999809265137
2017-05-09,a.bk,6.449999809265137
2017-05-09,a5.bk,14.0
2017-05-11,2s.bk,4.440000057220459
2017-05-11,7up.bk,0.47999998927116394
2017-05-11,a.bk,6.449999809265137
2017-05-11,a5.bk,14.0
2017-05-12,2s.bk,4.400000095367432
2017-05-12,7up.bk,0.46000000834465027
2017-05-12,a.bk,6.5
2017-05-12,a5.bk,14.0
2017-05-15,2s.bk,4.28000020980835
2017-05-15,7up.bk,0.4300000071525574
2017-05-15,a.bk,6.5
2017-05-15,a5.bk,14.0
2017-05-16,2s.bk,4.159999847412109
2017-05-16,7up.bk,0.41999998688697815
2017-05-16,a.bk,6.5
2017-05-16,a5.bk,14.0
2017-05-17,2s.bk,4.239999771118164
2017-05-17,7up.bk,0.44999998807907104
2017-05-17,a.bk,6.5
2017-05-17,a5.bk,14.0
2017-05-18,2s.bk,4.239999771118164
2017-05-18,7up.bk,0.46000000834465027
2017-05-18,a.bk,6.5
2017-05-18,a5.bk,14.0
2017-05-19,2s.bk,4.400000095367432
2017-05-19,7up.bk,0.49000000953674316
2017-05-19,a.bk,6.550000190734863
2017-05-19,a5.bk,14.0
2017-05-22,2s.bk,4.519999980926514
2017-05-22,7up.bk,0.47999998927116394
2017-05-22,a.bk,6.550000190734863
2017-05-22,a5.bk,14.0
2017-05-23,2s.bk,4.639999866485596
2017-05-23,7up.bk,0.5
2017-05-23,a.bk,6.550000190734863
2017-05-23,a5.bk,14.0
2017-05-24,2s.bk,4.679999828338623
2017-05-24,7up.bk,0.5099999904632568
2017-05-24,a.bk,6.550000190734863
2017-05-24,a5.bk,14.0
2017-05-25,2s.bk,4.800000190734863
2017-05-25,7up.bk,0.5199999809265137
2017-05-25,a.bk,6.550000190734863
2017-05-25,a5.bk,14.0
2017-05-26,2s.bk,4.71999979019165
2017-05-26,7up.bk,0.5099999904632568
2017-05-26,a.bk,6.5
2017-05-26,a5.bk,14.0
2017-05-29,2s.bk,4.639999866485596
2017-05-29,7up.bk,0.5099999904632568
2017-05-29,a.bk,6.550000190734863
2017-05-29,a5.bk,14.0
2017-05-30,2s.bk,4.599999904632568
2017-05-30,7up.bk,0.5099999904632568
2017-05-30,a.bk,6.5
2017-05-30,a5.bk,14.0
2017-05-31,2s.bk,4.599999904632568
2017-05-31,7up.bk,0.49000000953674316
2017-05-31,a.bk,6.550000190734863
2017-05-31,a5.bk,14.0
2017-06-01,2s.bk,4.599999904632568
2017-06-01,7up.bk,0.49000000953674316
2017-06-01,a.bk,6.550000190734863
2017-06-01,a5.bk,14.0
2017-06-02,2s.bk,4.559999942779541
2017-06-02,7up.bk,0.5
2017-06-02,a.bk,6.550000190734863
2017-06-02,a5.bk,14.0
2017-06-05,2s.bk,4.400000095367432
2017-06-05,7up.bk,0.49000000953674316
2017-06-05,a.bk,6.550000190734863
2017-06-05,a5.bk,14.0
2017-06-06,2s.bk,4.440000057220459
2017-06-06,7up.bk,0.49000000953674316
2017-06-06,a.bk,6.550000190734863
2017-06-06,a5.bk,14.0
2017-06-07,2s.bk,4.400000095367432
2017-06-07,7up.bk,0.5
2017-06-07,a.bk,6.550000190734863
2017-06-07,a5.bk,14.0
2017-06-08,2s.bk,4.599999904632568
2017-06-08,7up.bk,0.49000000953674316
2017-06-08,a.bk,6.550000190734863
2017-06-08,a5.bk,14.0
2017-06-09,2s.bk,4.639999866485596
2017-06-09,7up.bk,0.47999998927116394
2017-06-09,a.bk,6.550000190734863
2017-06-09,a5.bk,14.0
2017-06-12,2s.bk,4.559999942779541
2017-06-12,7up.bk,0.47999998927116394
2017-06-12,a.bk,6.550000190734863
2017-06-12,a5.bk,14.0
2017-06-13,2s.bk,4.599999904632568
2017-06-13,7up.bk,0.49000000953674316
2017-06-13,a.bk,6.550000190734863
2017-06-13,a5.bk,14.0
2017-06-14,2s.bk,4.599999904632568
2017-06-14,7up.bk,0.47999998927116394
2017-06-14,a.bk,6.550000190734863
2017-06-14,a5.bk,14.0
2017-06-15,2s.bk,4.71999979019165
2017-06-15,7up.bk,0.5
2017-06-15,a.bk,6.550000190734863
2017-06-15,a5.bk,14.0
2017-06-16,2s.bk,4.599999904632568
2017-06-16,7up.bk,0.49000000953674316
2017-06-16,a.bk,6.550000190734863
2017-06-16,a5.bk,14.0
2017-06-19,2s.bk,4.559999942779541
2017-06-19,7up.bk,0.49000000953674316
2017-06-19,a.bk,6.550000190734863
2017-06-19,a5.bk,14.0
2017-06-20,2s.bk,4.559999942779541
2017-06-20,7up.bk,0.47999998927116394
2017-06-20,a.bk,6.550000190734863
2017-06-20,a5.bk,14.0
2017-06-21,2s.bk,4.559999942779541
2017-06-21,7up.bk,0.4699999988079071
2017-06-21,a.bk,6.550000190734863
2017-06-21,a5.bk,14.0
2017-06-22,2s.bk,4.480000019073486
2017-06-22,7up.bk,0.4699999988079071
2017-06-22,a.bk,6.550000190734863
2017-06-22,a5.bk,14.0
2017-06-23,2s.bk,4.440000057220459
2017-06-23,7up.bk,0.4699999988079071
2017-06-23,a.bk,6.550000190734863
2017-06-23,a5.bk,14.0
2017-06-26,2s.bk,4.440000057220459
2017-06-26,7up.bk,0.44999998807907104
2017-06-26,a.bk,6.550000190734863
2017-06-26,a5.bk,14.0
2017-06-27,2s.bk,4.440000057220459
2017-06-27,7up.bk,0.44999998807907104
2017-06-27,a.bk,6.550000190734863
2017-06-27,a5.bk,14.0
2017-06-28,2s.bk,4.440000057220459
2017-06-28,7up.bk,0.4399999976158142
2017-06-28,a.bk,6.550000190734863
2017-06-28,a5.bk,14.0
2017-06-29,2s.bk,4.400000095367432
2017-06-29,7up.bk,0.4000000059604645
2017-06-29,a.bk,6.550000190734863
2017-06-29,a5.bk,14.0
2017-06-30,2s.bk,4.239999771118164
2017-06-30,7up.bk,0.3799999952316284
2017-06-30,a.bk,6.550000190734863
2017-06-30,a5.bk,14.0
2017-07-03,2s.bk,4.239999771118164
2017-07-03,7up.bk,0.38999998569488525
2017-07-03,a.bk,6.5
2017-07-03,a5.bk,14.0
2017-07-04,2s.bk,4.239999771118164
2017-07-04,7up.bk,0.36000001430511475
2017-07-04,a.bk,6.550000190734863
2017-07-04,a5.bk,14.0
2017-07-05,2s.bk,4.119999885559082
2017-07-05,7up.bk,0.36000001430511475
2017-07-05,a.bk,6.550000190734863
2017-07-05,a5.bk,14.0
2017-07-06,2s.bk,4.039999961853027
2017-07-06,7up.bk,0.3499999940395355
2017-07-06,a.bk,6.550000190734863
2017-07-06,a5.bk,14.0
2017-07-07,2s.bk,4.039999961853027
2017-07-07,7up.bk,0.3199999928474426
2017-07-07,a.bk,6.550000190734863
2017-07-07,a5.bk,14.0
2017-07-11,2s.bk,3.9679999351501465
2017-07-11,7up.bk,0.3100000023841858
2017-07-11,a.bk,6.550000190734863
2017-07-11,a5.bk,14.0
2017-07-12,2s.bk,3.888000011444092
2017-07-12,7up.bk,0.33000001311302185
2017-07-12,a.bk,6.550000190734863
2017-07-12,a5.bk,14.0
2017-07-13,2s.bk,3.9679999351501465
2017-07-13,7up.bk,0.33000001311302185
2017-07-13,a.bk,6.550000190734863
2017-07-13,a5.bk,14.0
2017-07-14,2s.bk,3.9519999027252197
2017-07-14,7up.bk,0.3199999928474426
2017-07-14,a.bk,6.599999904632568
2017-07-14,a5.bk,14.0
2017-07-17,2s.bk,3.9679999351501465
2017-07-17,7up.bk,0.3199999928474426
2017-07-17,a.bk,6.550000190734863
2017-07-17,a5.bk,14.0
2017-07-18,2s.bk,3.936000108718872
2017-07-18,7up.bk,0.33000001311302185
2017-07-18,a.bk,6.550000190734863
2017-07-18,a5.bk,14.0
2017-07-19,2s.bk,3.9519999027252197
2017-07-19,7up.bk,0.3199999928474426
2017-07-19,a.bk,6.550000190734863
2017-07-19,a5.bk,14.0
2017-07-20,2s.bk,3.9679999351501465
2017-07-20,7up.bk,0.3199999928474426
2017-07-20,a.bk,6.550000190734863
2017-07-20,a5.bk,14.0
2017-07-21,2s.bk,3.936000108718872
2017-07-21,7up.bk,0.3100000023841858
2017-07-21,a.bk,6.550000190734863
2017-07-21,a5.bk,14.0
2017-07-24,2s.bk,3.9040000438690186
2017-07-24,7up.bk,0.3199999928474426
2017-07-24,a.bk,6.599999904632568
2017-07-24,a5.bk,14.0
2017-07-25,2s.bk,3.9040000438690186
2017-07-25,7up.bk,0.3199999928474426
2017-07-25,a.bk,6.599999904632568
2017-07-25,a5.bk,14.0
2017-07-26,2s.bk,3.871999979019165
2017-07-26,7up.bk,0.4000000059604645
2017-07-26,a.bk,6.599999904632568
2017-07-26,a5.bk,14.0
2017-07-27,2s.bk,3.8559999465942383
2017-07-27,7up.bk,0.38999998569488525
2017-07-27,a.bk,6.550000190734863
2017-07-27,a5.bk,14.0
2017-07-31,2s.bk,3.808000087738037
2017-07-31,7up.bk,0.4099999964237213
2017-07-31,a.bk,6.550000190734863
2017-07-31,a5.bk,14.0
2017-08-01,2s.bk,3.8399999141693115
2017-08-01,7up.bk,0.4699999988079071
2017-08-01,a.bk,6.5
2017-08-01,a5.bk,14.0
2017-08-02,2s.bk,3.8399999141693115
2017-08-02,7up.bk,0.47999998927116394
2017-08-02,a.bk,6.550000190734863
2017-08-02,a5.bk,14.0
2017-08-03,2s.bk,3.871999979019165
2017-08-03,7up.bk,0.47999998927116394
2017-08-03,a.bk,6.550000190734863
2017-08-03,a5.bk,14.0
2017-08-04,2s.bk,3.9040000438690186
2017-08-04,7up.bk,0.4300000071525574
2017-08-04,a.bk,6.599999904632568
2017-08-04,a5.bk,14.0
2017-08-07,2s.bk,3.888000011444092
2017-08-07,7up.bk,0.41999998688697815
2017-08-07,a.bk,6.599999904632568
2017-08-07,a5.bk,14.0
2017-08-08,2s.bk,3.8559999465942383
2017-08-08,7up.bk,0.4399999976158142
2017-08-08,a.bk,6.599999904632568
2017-08-08,a5.bk,14.0
2017-08-09,2s.bk,3.8239998817443848
2017-08-09,7up.bk,0.4300000071525574
2017-08-09,a.bk,6.5
2017-08-09,a5.bk,14.0
2017-08-10,2s.bk,3.4560000896453857
2017-08-10,7up.bk,0.41999998688697815
2017-08-10,a.bk,6.550000190734863
2017-08-10,a5.bk,14.0
2017-08-11,2s.bk,3.184000015258789
2017-08-11,7up.bk,0.41999998688697815
2017-08-11,a.bk,6.5
2017-08-11,a5.bk,14.0
2017-08-15,2s.bk,3.2160000801086426
2017-08-15,7up.bk,0.4300000071525574
2017-08-15,a.bk,6.5
2017-08-15,a5.bk,14.0
2017-08-16,2s.bk,3.2160000801086426
2017-08-16,7up.bk,0.41999998688697815
2017-08-16,a.bk,6.550000190734863
2017-08-16,a5.bk,14.0
2017-08-17,2s.bk,3.2320001125335693
2017-08-17,7up.bk,0.41999998688697815
2017-08-17,a.bk,6.599999904632568
2017-08-17,a5.bk,14.0
2017-08-18,2s.bk,3.2639999389648438
2017-08-18,7up.bk,0.4099999964237213
2017-08-18,a.bk,6.550000190734863
2017-08-18,a5.bk,14.0
2017-08-21,2s.bk,3.247999906539917
2017-08-21,7up.bk,0.4099999964237213
2017-08-21,a.bk,6.550000190734863
2017-08-21,a5.bk,14.0
2017-08-22,2s.bk,3.2320001125335693
2017-08-22,7up.bk,0.38999998569488525
2017-08-22,a.bk,6.5
2017-08-22,a5.bk,14.0
2017-08-23,2s.bk,3.2639999389648438
2017-08-23,7up.bk,0.3799999952316284
2017-08-23,a.bk,6.5
2017-08-23,a5.bk,14.0
2017-08-24,2s.bk,3.247999906539917
2017-08-24,7up.bk,0.38999998569488525
2017-08-24,a.bk,6.550000190734863
2017-08-24,a5.bk,14.0
2017-08-25,2s.bk,3.247999906539917
2017-08-25,7up.bk,0.4000000059604645
2017-08-25,a.bk,6.5
2017-08-25,a5.bk,14.0
2017-08-28,2s.bk,3.247999906539917
2017-08-28,7up.bk,0.46000000834465027
2017-08-28,a.bk,6.550000190734863
2017-08-28,a5.bk,14.0
2017-08-29,2s.bk,3.2799999713897705
2017-08-29,7up.bk,0.44999998807907104
2017-08-29,a.bk,6.550000190734863
2017-08-29,a5.bk,14.0
2017-08-30,2s.bk,3.2799999713897705
2017-08-30,7up.bk,0.4699999988079071
2017-08-30,a.bk,6.550000190734863
2017-08-30,a5.bk,14.0
2017-08-31,2s.bk,3.2799999713897705
2017-08-31,7up.bk,0.4399999976158142
2017-08-31,a.bk,6.550000190734863
2017-08-31,a5.bk,14.0
2017-09-01,2s.bk,3.2960000038146973
2017-09-01,7up.bk,0.4399999976158142
2017-09-01,a.bk,6.550000190734863
2017-09-01,a5.bk,14.0
2017-09-04,2s.bk,3.6640000343322754
2017-09-04,7up.bk,0.44999998807907104
2017-09-04,a.bk,6.550000190734863
2017-09-04,a5.bk,14.0
2017-09-05,2s.bk,3.7760000228881836
2017-09-05,7up.bk,0.4399999976158142
2017-09-05,a.bk,6.550000190734863
2017-09-05,a5.bk,14.0
2017-09-06,2s.bk,3.7760000228881836
2017-09-06,7up.bk,0.4300000071525574
2017-09-06,a.bk,6.550000190734863
2017-09-06,a5.bk,14.0
2017-09-07,2s.bk,3.7119998931884766
2017-09-07,7up.bk,0.4399999976158142
2017-09-07,a.bk,6.550000190734863
2017-09-07,a5.bk,14.0
2017-09-08,2s.bk,3.7119998931884766
2017-09-08,7up.bk,0.4399999976158142
2017-09-08,a.bk,6.550000190734863
2017-09-08,a5.bk,14.0
2017-09-11,2s.bk,3.759999990463257
2017-09-11,7up.bk,0.4399999976158142
2017-09-11,a.bk,6.550000190734863
2017-09-11,a5.bk,14.0
2017-09-12,2s.bk,3.7760000228881836
2017-09-12,7up.bk,0.4399999976158142
2017-09-12,a.bk,6.550000190734863
2017-09-12,a5.bk,14.0
2017-09-13,2s.bk,3.7760000228881836
2017-09-13,7up.bk,0.4300000071525574
2017-09-13,a.bk,6.550000190734863
2017-09-13,a5.bk,14.0
2017-09-14,2s.bk,3.7760000228881836
2017-09-14,7up.bk,0.41999998688697815
2017-09-14,a.bk,6.599999904632568
2017-09-14,a5.bk,14.0
2017-09-15,2s.bk,3.8399999141693115
2017-09-15,7up.bk,0.41999998688697815
2017-09-15,a.bk,6.5
2017-09-15,a5.bk,14.0
2017-09-18,2s.bk,3.808000087738037
2017-09-18,7up.bk,0.41999998688697815
2017-09-18,a.bk,6.550000190734863
2017-09-18,a5.bk,14.0
2017-09-19,2s.bk,3.808000087738037
2017-09-19,7up.bk,0.44999998807907104
2017-09-19,a.bk,6.550000190734863
2017-09-19,a5.bk,14.0
2017-09-20,2s.bk,3.8239998817443848
2017-09-20,7up.bk,0.44999998807907104
2017-09-20,a.bk,6.550000190734863
2017-09-20,a5.bk,14.0
2017-09-21,2s.bk,3.871999979019165
2017-09-21,7up.bk,0.49000000953674316
2017-09-21,a.bk,6.550000190734863
2017-09-21,a5.bk,14.0
2017-09-22,2s.bk,3.871999979019165
2017-09-22,7up.bk,0.49000000953674316
2017-09-22,a.bk,6.550000190734863
2017-09-22,a5.bk,14.0
2017-09-25,2s.bk,3.8399999141693115
2017-09-25,7up.bk,0.4699999988079071
2017-09-25,a.bk,6.550000190734863
2017-09-25,a5.bk,14.0
