,date,provinceNo,PM25,O3,CO,cluster
1824,15/6/2021,9,8.375,103,330,2
1825,15/6/2021,10,14.625,101,370,2
1826,15/6/2021,12,10.70833333,92,320,2
1827,15/6/2021,13,12.41666667,41,230,2
1828,15/6/2021,19,10.16666667,94,270,2
1829,15/6/2021,20,7.47826087,37,210,0
1830,15/6/2021,21,8.875,103,370,2
1831,15/6/2021,24,8,38,210,0
1832,15/6/2021,27,6.708333333,44,190,0
1833,15/6/2021,29,6.75,41,280,0
1834,15/6/2021,33,11.44,54,260,2
1835,15/6/2021,34,8.595744681,18,780,1
1836,15/6/2021,35,11.25,22,990,1
1837,15/6/2021,36,11.33333333,67,1080,1
1838,15/6/2021,37,9,62,280,0
1839,15/6/2021,38,7.125,41,260,0
1840,15/6/2021,39,5.193548387,32,190,0
1841,15/6/2021,41,13.64912281,27,230,2
1842,15/6/2021,43,17.58333333,28,220,2
1843,15/6/2021,45,7.333333333,31,260,0
1844,15/6/2021,47,14.52083333,84,630,2
1845,15/6/2021,49,7.458333333,35,200,0
1846,15/6/2021,52,10.06382979,23,180,0
1847,15/6/2021,53,13.125,50,220,2
1848,15/6/2021,54,7.486111111,26,180,0
1849,15/6/2021,56,8.083333333,27,170,0
1850,15/6/2021,57,5.375,31,290,0
1851,15/6/2021,64,9.708333333,40,260,0
1852,15/6/2021,69,15.125,49,280,2
1853,15/6/2021,71,11.41176471,47,320,2
1854,15/6/2021,72,17.875,69,410,2
1855,15/6/2021,73,18.72,45,320,2
1856,15/6/2021,74,14.33333333,80,410,2
1857,15/6/2021,75,14.19133034,22,460,2
1858,15/6/2021,76,8.23943662,34,220,0
1859,22/6/2021,0,18.66666667,37,260,1
1860,22/6/2021,1,15.27848101,51,270,1
1861,22/6/2021,2,18.75,44,220,1
1862,22/6/2021,3,15.375,39,210,1
1863,22/6/2021,4,20.66666667,34,220,1
1864,22/6/2021,5,7,34,190,1
1865,22/6/2021,6,15.22916667,35,190,1
1866,22/6/2021,7,12.875,39,190,1
1867,22/6/2021,8,16.75,35,180,1
1868,22/6/2021,10,28.79166667,42,280,0
1869,22/6/2021,12,27.20833333,50,280,0
1870,22/6/2021,13,25,59,210,0
1871,22/6/2021,20,20.58333333,45,180,1
1872,22/6/2021,21,19.70833333,44,260,1
1873,22/6/2021,24,10.66666667,48,200,1
1874,22/6/2021,27,20.45833333,37,220,1
1875,22/6/2021,33,29.5,50,180,0
1876,22/6/2021,34,18.97916667,25,1200,2
1877,22/6/2021,35,21.125,30,830,2
1878,22/6/2021,36,22.08333333,40,210,1
1879,22/6/2021,38,19.41666667,43,280,1
1880,22/6/2021,41,26.28467153,38,270,0
1881,22/6/2021,43,29.0625,42,230,0
1882,22/6/2021,47,26.4375,42,190,0
1883,22/6/2021,49,16.04166667,50,190,1
1884,22/6/2021,52,18.10204082,29,160,1
1885,22/6/2021,53,27.79166667,94,830,0
1886,22/6/2021,54,15.36363636,41,160,1
1887,22/6/2021,56,29.79166667,40,190,0
1888,22/6/2021,57,13.70833333,31,180,1
1889,22/6/2021,64,11.54166667,24,190,1
1890,22/6/2021,69,13.91666667,28,200,1
1891,22/6/2021,71,7.25,46,320,1
1892,22/6/2021,72,19.20833333,49,310,1
1893,22/6/2021,73,22.54166667,23,200,1
1894,22/6/2021,74,9.25,47,280,1
1895,22/6/2021,75,23.93034483,36,630,0
1896,22/6/2021,76,16.73493976,41,200,1
1897,1/7/2021,0,8.8,40,240,1
1898,1/7/2021,1,11.44897959,41,270,0
1899,1/7/2021,2,7.755102041,24,190,1
1900,1/7/2021,3,8.791666667,37,180,1
1901,1/7/2021,4,9.416666667,25,180,1
1902,1/7/2021,5,4,27,170,1
1903,1/7/2021,6,8.43877551,35,180,1
1904,1/7/2021,7,7,37,190,1
1905,1/7/2021,8,8.76,26,220,1
1906,1/7/2021,10,15.96,87,290,0
1907,1/7/2021,12,9.791666667,52,400,0
1908,1/7/2021,13,12.95833333,55,200,0
1909,1/7/2021,20,6.88,31,200,1
1910,1/7/2021,21,7.08,59,420,1
1911,1/7/2021,24,4.92,32,200,1
1912,1/7/2021,26,9,39,210,1
1913,1/7/2021,27,8.4,24,180,1
1914,1/7/2021,33,10.875,47,180,0
1915,1/7/2021,34,8.469387755,33,860,2
1916,1/7/2021,35,13.25,72,1240,2
1917,1/7/2021,36,7.56,109,680,2
1918,1/7/2021,38,7.375,37,260,1
1919,1/7/2021,41,12.92,32,220,0
1920,1/7/2021,43,13.77083333,38,200,0
1921,1/7/2021,47,10.2,109,560,2
1922,1/7/2021,49,6.583333333,44,190,1
1923,1/7/2021,52,9.72,28,170,1
1924,1/7/2021,53,14,48,410,0
1925,1/7/2021,54,9.130136986,33,170,1
1926,1/7/2021,56,6.52,35,160,1
1927,1/7/2021,57,6.52,24,170,1
1928,1/7/2021,63,13.84,34,210,0
1929,1/7/2021,64,15.12,41,190,0
1930,1/7/2021,69,14.91666667,51,200,0
1931,1/7/2021,71,7.56,72,400,2
1932,1/7/2021,72,16.70833333,84,370,0
1933,1/7/2021,73,12.5,36,190,0
1934,1/7/2021,74,10.18367347,29,210,1
1935,1/7/2021,75,13.21148649,36,500,0
1936,1/7/2021,76,8.328767123,27,230,1
1937,8/7/2021,0,8.291666667,25,330,1
1938,8/7/2021,1,9.333333333,33,610,1
1939,8/7/2021,2,6.375,21,300,1
1940,8/7/2021,3,6.875,29,320,1
1941,8/7/2021,4,7.75,26,340,1
1942,8/7/2021,5,4.666666667,25,250,1
1943,8/7/2021,6,7.75,17,240,1
1944,8/7/2021,7,5.166666667,40,480,1
1945,8/7/2021,8,8.416666667,33,310,1
1946,8/7/2021,10,14.95833333,38,420,0
1947,8/7/2021,12,7.833333333,32,310,1
1948,8/7/2021,13,12.79166667,34,320,0
1949,8/7/2021,20,5.208333333,30,360,1
1950,8/7/2021,21,8.708333333,37,400,1
1951,8/7/2021,24,6.291666667,29,500,1
1952,8/7/2021,26,4.916666667,36,640,1
1953,8/7/2021,27,9.25,13,240,1
1954,8/7/2021,33,14.33333333,35,350,0
1955,8/7/2021,34,8.083333333,5,1600,2
1956,8/7/2021,35,12.04166667,4,1730,2
1957,8/7/2021,36,7.041666667,11,560,1
1958,8/7/2021,38,8.5,32,310,1
1959,8/7/2021,41,13.99404762,19,280,0
1960,8/7/2021,43,15.97916667,37,270,0
1961,8/7/2021,47,11.29166667,6,510,2
1962,8/7/2021,49,8.125,39,280,1
1963,8/7/2021,52,10.48780488,22,160,1
1964,8/7/2021,53,14.25,1,710,2
1965,8/7/2021,54,8.022900763,35,190,1
1966,8/7/2021,56,3.666666667,30,150,1
1967,8/7/2021,57,4.75,26,190,1
1968,8/7/2021,63,9.90625,26,200,1
1969,8/7/2021,64,10.95833333,43,190,0
1970,8/7/2021,69,15.58333333,38,200,0
1971,8/7/2021,71,9.291666667,74,260,0
1972,8/7/2021,72,16.95833333,49,260,0
1973,8/7/2021,73,11.125,28,180,1
1974,8/7/2021,74,14.83333333,58,310,0
1975,8/7/2021,75,12.253324,17,820,2
1976,8/7/2021,76,7.097222222,21,270,1
1977,15/7/2021,0,9.326086957,33,310,1
1978,15/7/2021,1,9.435897436,25,270,1
1979,15/7/2021,2,12.41304348,23,300,1
1980,15/7/2021,3,10.2173913,26,310,1
1981,15/7/2021,4,14.13043478,31,400,0
1982,15/7/2021,5,5.130434783,24,140,1
1983,15/7/2021,6,10.21505376,31,360,1
1984,15/7/2021,7,6.866666667,26,250,1
1985,15/7/2021,8,13.39130435,37,460,0
1986,15/7/2021,10,16.23333333,69,420,0
1987,15/7/2021,12,7.875,25,400,1
1988,15/7/2021,13,17.73913043,37,370,0
1989,15/7/2021,20,5.565217391,49,500,1
1990,15/7/2021,21,8,36,400,1
1991,15/7/2021,24,7.608695652,55,560,1
1992,15/7/2021,26,8,43,530,1
1993,15/7/2021,27,6.391304348,22,470,1
1994,15/7/2021,33,16.34782609,29,600,0
1995,15/7/2021,34,11.10638298,5,3710,2
1996,15/7/2021,35,12.60869565,1,3850,2
1997,15/7/2021,36,8.869565217,6,1390,1
1998,15/7/2021,38,10.5,50,440,1
1999,15/7/2021,41,14.6557377,19,460,0
2000,15/7/2021,43,17.68085106,24,350,0
2001,15/7/2021,47,14.2,22,270,0
2002,15/7/2021,49,8.9,47,360,1
2003,15/7/2021,52,13.73913043,32,190,0
2004,15/7/2021,53,20.08695652,18,260,0
2005,15/7/2021,54,10.75396825,44,260,1
2006,15/7/2021,56,5.347826087,30,200,1
2007,15/7/2021,57,6.086956522,34,260,1
2008,15/7/2021,63,8.304347826,45,220,1
2009,15/7/2021,64,12.60869565,75,290,0
2010,15/7/2021,69,14.52173913,73,300,0
2011,15/7/2021,71,17.13043478,104,420,0
2012,15/7/2021,72,18.7826087,78,290,0
2013,15/7/2021,73,15.95652174,73,240,0
2014,15/7/2021,74,13.08695652,50,290,0
2015,15/7/2021,75,19.14957265,6,1790,2
2016,15/7/2021,76,10.8115942,56,360,0
2017,22/7/2021,0,6.75,26,260,0
2018,22/7/2021,1,8.045454545,22,240,0
2019,22/7/2021,2,8.772727273,22,210,0
2020,22/7/2021,3,6.454545455,28,230,0
2021,22/7/2021,4,7,28,260,0
2022,22/7/2021,5,3,24,130,0
2023,22/7/2021,6,6.681818182,20,270,0
2024,22/7/2021,7,4.863636364,17,190,0
2025,22/7/2021,8,7.545454545,39,290,0
2026,22/7/2021,10,15.86363636,49,310,2
2027,22/7/2021,12,8.454545455,27,340,0
2028,22/7/2021,13,13.27272727,29,200,0
2029,22/7/2021,20,6.227272727,43,240,0
2030,22/7/2021,21,8.863636364,38,290,0
2031,22/7/2021,24,7,31,260,0
2032,22/7/2021,26,7.136363636,36,310,0
2033,22/7/2021,27,9.863636364,27,220,0
2034,22/7/2021,33,15.59090909,39,240,0
2035,22/7/2021,34,5.409090909,6,700,1
2036,22/7/2021,35,8.863636364,3,790,1
2037,22/7/2021,36,10.36363636,4,750,1
2038,22/7/2021,38,11.90909091,43,290,0
2039,22/7/2021,41,11.6875,26,230,0
2040,22/7/2021,43,11.68181818,27,230,0
2041,22/7/2021,47,11,7,670,1
2042,22/7/2021,49,8.227272727,36,240,0
2043,22/7/2021,52,10.33333333,21,180,0
2044,22/7/2021,53,13.90909091,26,220,0
2045,22/7/2021,54,9.181818182,32,180,0
2046,22/7/2021,56,8.090909091,28,210,0
2047,22/7/2021,57,6.136363636,40,270,0
2048,22/7/2021,63,16.40909091,30,210,0
2049,22/7/2021,64,9,43,260,0
2050,22/7/2021,69,15.36363636,66,300,2
2051,22/7/2021,71,31.09090909,68,360,2
2052,22/7/2021,72,29.04545455,41,290,2
2053,22/7/2021,73,16.5,46,240,2
2054,22/7/2021,74,23.5,40,240,2
2055,22/7/2021,75,10.87846608,17,430,0
2056,22/7/2021,76,10.33333333,30,200,0
2057,1/8/2021,0,10.30434783,30,250,0
2058,1/8/2021,1,13.74468085,37,280,1
2059,1/8/2021,2,12.82978723,36,200,1
2060,1/8/2021,3,10.02777778,30,200,0
2061,1/8/2021,4,9.217391304,32,210,0
2062,1/8/2021,5,4.652173913,29,170,0
2063,1/8/2021,6,8.691489362,37,210,0
2064,1/8/2021,7,9,40,210,0
2065,1/8/2021,8,12.08695652,41,230,1
2066,1/8/2021,10,16.45833333,39,240,1
2067,1/8/2021,12,10.75,36,230,0
2068,1/8/2021,13,13.43478261,69,240,1
2069,1/8/2021,20,6.782608696,41,190,0
2070,1/8/2021,21,10.08695652,42,230,0
2071,1/8/2021,24,7.956521739,34,220,0
2072,1/8/2021,26,8.608695652,40,220,0
2073,1/8/2021,27,15.82608696,62,260,1
2074,1/8/2021,33,10.47826087,42,200,0
2075,1/8/2021,34,8.085106383,49,850,2
2076,1/8/2021,35,9.391304348,62,550,2
2077,1/8/2021,36,9.086956522,49,200,0
2078,1/8/2021,38,13.08333333,40,270,1
2079,1/8/2021,41,13.13978495,39,320,1
2080,1/8/2021,43,18.47916667,34,240,1
2081,1/8/2021,47,12.47826087,45,210,1
2082,1/8/2021,52,11.7826087,22,180,0
2083,1/8/2021,53,17.04347826,96,600,2
2084,1/8/2021,54,9.716312057,25,190,0
2085,1/8/2021,56,6.086956522,25,170,0
2086,1/8/2021,57,5.608695652,41,200,0
2087,1/8/2021,63,7.956521739,19,190,0
2088,1/8/2021,64,9.260869565,33,180,0
2089,1/8/2021,69,14,38,240,1
2090,1/8/2021,71,13.86956522,45,290,1
2091,1/8/2021,72,11.86956522,44,230,1
2092,1/8/2021,74,7.804347826,51,280,0
2093,1/8/2021,75,15.13930348,43,530,1
2094,1/8/2021,76,9.661971831,32,170,0
2095,8/8/2021,0,11.4375,48,240,2
2096,8/8/2021,1,14.4375,65,370,0
2097,8/8/2021,2,16.91666667,53,220,0
2098,8/8/2021,3,9.708333333,46,240,2
2099,8/8/2021,4,11.875,47,200,2
2100,8/8/2021,5,6.083333333,37,240,2
2101,8/8/2021,6,10.30208333,72,200,2
2102,8/8/2021,7,11,49,240,2
2103,8/8/2021,8,13.70833333,40,200,0
2104,8/8/2021,10,19.66666667,64,310,0
2105,8/8/2021,12,15.625,31,220,0
2106,8/8/2021,13,16.79166667,58,220,0
2107,8/8/2021,20,8.791666667,43,200,2
2108,8/8/2021,21,11.91666667,39,230,2
2109,8/8/2021,24,9,50,200,2
2110,8/8/2021,26,9.416666667,53,230,2
2111,8/8/2021,27,18.5,28,220,0
2112,8/8/2021,33,15.66666667,45,200,0
2113,8/8/2021,34,8.145833333,6,980,1
2114,8/8/2021,35,13,22,670,1
2115,8/8/2021,36,12.66666667,36,170,2
2116,8/8/2021,41,14.54166667,31,290,0
2117,8/8/2021,43,17.4375,32,220,0
2118,8/8/2021,47,15.91666667,44,170,0
2119,8/8/2021,49,9.166666667,39,200,2
2120,8/8/2021,52,12.83333333,21,160,2
2121,8/8/2021,53,16.8,46,780,1
2122,8/8/2021,54,8.3125,30,160,2
2123,8/8/2021,56,7.125,26,160,2
2124,8/8/2021,57,7,31,170,2
2125,8/8/2021,63,11.54166667,27,240,2
2126,8/8/2021,64,14.45833333,41,200,0
2127,8/8/2021,69,12.70833333,46,180,2
2128,8/8/2021,71,14.45833333,49,260,0
2129,8/8/2021,72,16.41666667,76,340,0
2130,8/8/2021,73,15.875,34,180,0
2131,8/8/2021,74,13.54166667,74,350,0
2132,8/8/2021,75,13.80072993,19,590,1
2133,8/8/2021,76,9.068493151,42,180,2
2134,15/8/2021,0,6.6875,29,220,1
2135,15/8/2021,1,8.770833333,27,260,1
2136,15/8/2021,2,10.875,21,180,1
2137,15/8/2021,3,5.875,32,220,1
2138,15/8/2021,4,8,26,250,1
2139,15/8/2021,5,3.833333333,8,140,1
2140,15/8/2021,6,6.09375,25,240,1
2141,15/8/2021,7,6.583333333,20,210,1
2142,15/8/2021,8,9.958333333,35,310,0
2143,15/8/2021,10,13.16666667,42,240,0
2144,15/8/2021,12,5.791666667,27,250,1
2145,15/8/2021,13,10.04166667,34,200,0
2146,15/8/2021,20,6.166666667,43,340,1
2147,15/8/2021,21,5,31,220,1
2148,15/8/2021,24,8.791666667,17,580,1
2149,15/8/2021,26,4.916666667,29,490,1
2150,15/8/2021,27,6.625,23,200,1
2151,15/8/2021,33,12.875,35,210,0
2152,15/8/2021,34,5.9375,7,740,2
2153,15/8/2021,35,10,5,850,2
2154,15/8/2021,36,7.458333333,2,1300,2
2155,15/8/2021,38,9.041666667,28,440,1
2156,15/8/2021,41,10.70138889,27,230,0
2157,15/8/2021,43,13.66666667,30,210,0
2158,15/8/2021,47,9.145833333,18,280,1
2159,15/8/2021,49,5.541666667,32,200,1
2160,15/8/2021,52,9.319148936,34,260,0
2161,15/8/2021,53,11.41666667,28,220,0
2162,15/8/2021,54,6.354166667,28,190,1
2163,15/8/2021,56,4.875,29,170,1
2164,15/8/2021,57,3.708333333,26,300,1
2165,15/8/2021,63,12.33333333,29,280,0
2166,15/8/2021,64,11.70833333,36,270,0
2167,15/8/2021,69,11.29166667,48,320,0
2168,15/8/2021,71,14.41666667,54,440,0
2169,15/8/2021,72,19.29166667,48,400,0
2170,15/8/2021,73,14.41666667,31,240,0
2171,15/8/2021,74,12.5625,26,260,0
2172,15/8/2021,75,10.67088608,20,440,1
2173,15/8/2021,76,6.808219178,27,180,1
2174,22/8/2021,0,9.75,39,280,1
2175,22/8/2021,1,12.63636364,53,370,1
2176,22/8/2021,2,14.91666667,30,260,1
2177,22/8/2021,3,9.666666667,33,210,1
2178,22/8/2021,4,14.83333333,38,330,1
2179,22/8/2021,5,4,26,190,1
2180,22/8/2021,6,10.36363636,55,200,1
2181,22/8/2021,7,12.66666667,38,240,1
2182,22/8/2021,8,19.5,49,340,0
2183,22/8/2021,10,23,88,410,0
2184,22/8/2021,12,15.6,53,390,1
2185,22/8/2021,20,12,70,470,1
2186,22/8/2021,21,12,80,450,1
2187,22/8/2021,24,9.5,60,640,1
2188,22/8/2021,26,12.33333333,68,620,1
2189,22/8/2021,27,12.5,39,270,1
2190,22/8/2021,33,16.5,49,240,0
2191,22/8/2021,34,9.363636364,387,1870,2
2192,22/8/2021,35,16.66666667,403,1580,2
2193,22/8/2021,36,17,194,750,0
2194,22/8/2021,38,27.6,56,510,0
2195,22/8/2021,41,13.54285714,186,520,1
2196,22/8/2021,43,13.54545455,162,350,1
2197,22/8/2021,47,21.63636364,102,280,0
2198,22/8/2021,49,15,54,240,1
2199,22/8/2021,52,16.5,28,180,0
2200,22/8/2021,53,15.16666667,74,220,1
2201,22/8/2021,54,9.1,35,180,1
2202,22/8/2021,56,13.83333333,25,160,1
2203,22/8/2021,57,9.333333333,24,160,1
2204,22/8/2021,63,7,20,190,1
2205,22/8/2021,64,13,60,190,1
2206,22/8/2021,69,12,44,240,1
2207,22/8/2021,71,13.33333333,31,180,1
2208,22/8/2021,72,17.16666667,63,250,0
2209,22/8/2021,73,17.2,41,210,0
2210,22/8/2021,74,9.333333333,45,230,1
2211,22/8/2021,75,15.36196319,291,1080,2
2212,22/8/2021,76,14.16666667,59,220,1
2213,1/9/2021,0,11,19,330,1
2214,1/9/2021,1,13.125,41,640,0
2215,1/9/2021,2,11.72916667,21,290,1
2216,1/9/2021,3,8.666666667,22,280,1
2217,1/9/2021,4,7.666666667,18,310,1
2218,1/9/2021,5,4.458333333,12,270,1
2219,1/9/2021,6,8.041666667,23,400,1
2220,1/9/2021,7,8.75,37,570,1
2221,1/9/2021,8,8.958333333,27,360,1
2222,1/9/2021,10,14.54166667,38,500,0
2223,1/9/2021,12,8.875,32,230,1
2224,1/9/2021,13,12.04166667,33,500,0
2225,1/9/2021,20,4.833333333,29,350,1
2226,1/9/2021,21,5.416666667,32,300,1
2227,1/9/2021,24,5.041666667,27,300,1
2228,1/9/2021,26,3.708333333,26,340,1
2229,1/9/2021,27,7.083333333,38,330,1
2230,1/9/2021,33,11.91666667,45,840,0
2231,1/9/2021,34,12.25,23,4600,2
2232,1/9/2021,36,14.125,20,840,1
2233,1/9/2021,38,8.166666667,45,490,0
2234,1/9/2021,41,16.16783217,50,610,0
2235,1/9/2021,43,20.4375,56,410,0
2236,1/9/2021,47,18.52083333,12,2100,2
2237,1/9/2021,49,8.583333333,36,690,1
2238,1/9/2021,52,17.8125,24,240,0
2239,1/9/2021,53,17.625,49,2130,0
2240,1/9/2021,54,7.618705036,25,210,1
2241,1/9/2021,56,5.541666667,20,170,1
2242,1/9/2021,57,5.933333333,20,360,1
2243,1/9/2021,63,7.666666667,15,210,1
2244,1/9/2021,64,14.83333333,33,240,0
2245,1/9/2021,69,13.08333333,38,240,0
2246,1/9/2021,71,12.45833333,30,290,0
2247,1/9/2021,72,17.29166667,36,440,0
2248,1/9/2021,73,13.875,29,220,0
2249,1/9/2021,74,12.875,33,340,0
2250,1/9/2021,75,17.91083272,26,2210,2
2251,1/9/2021,76,7.952380952,38,390,1
2252,8/9/2021,0,9.4375,34,400,1
2253,8/9/2021,1,10.10416667,48,620,1
2254,8/9/2021,2,11.9375,23,350,1
2255,8/9/2021,3,10.66666667,30,380,1
2256,8/9/2021,4,7.875,12,290,1
2257,8/9/2021,5,4.666666667,11,200,1
2258,8/9/2021,6,8.415841584,8,360,1
2259,8/9/2021,7,5,44,570,1
2260,8/9/2021,8,8.208333333,20,300,1
2261,8/9/2021,10,19,45,540,2
2262,8/9/2021,12,12.54166667,17,480,1
2263,8/9/2021,13,10.33333333,34,520,1
2264,8/9/2021,20,6.333333333,47,420,1
2265,8/9/2021,21,11.375,30,480,1
2266,8/9/2021,24,8.5,45,530,1
2267,8/9/2021,26,9.291666667,45,510,1
2268,8/9/2021,27,6.791666667,14,290,1
2269,8/9/2021,33,15.70833333,32,380,2
2270,8/9/2021,34,8.395833333,0,1690,0
2271,8/9/2021,35,10.125,16,840,1
2272,8/9/2021,36,7.666666667,37,470,1
2273,8/9/2021,38,7.833333333,24,490,1
2274,8/9/2021,41,16.38582677,2,3010,0
2275,8/9/2021,43,16.11111111,9,1030,0
2276,8/9/2021,47,14.625,19,450,2
2277,8/9/2021,49,10.04166667,28,340,1
2278,8/9/2021,52,16.45833333,39,570,2
2279,8/9/2021,53,12.25,35,500,1
2280,8/9/2021,54,7.969230769,5,1050,0
2281,8/9/2021,56,5.5,28,250,1
2282,8/9/2021,57,6.291666667,19,260,1
2283,8/9/2021,63,10.66666667,31,160,1
2284,8/9/2021,64,18.45833333,36,180,2
2285,8/9/2021,69,15.20833333,44,200,2
2286,8/9/2021,72,19.66666667,39,210,2
2287,8/9/2021,73,17.04166667,33,180,2
2288,8/9/2021,74,13.75,41,210,2
2289,8/9/2021,75,15.49142857,1,2570,0
2290,8/9/2021,76,9.360655738,0,1000,0
2291,15/9/2021,0,13.375,18,450,1
2292,15/9/2021,1,13.6875,15,390,1
2293,15/9/2021,2,14,18,400,1
2294,15/9/2021,3,11.16666667,14,370,0
2295,15/9/2021,4,10.66666667,23,410,0
2296,15/9/2021,5,8.708333333,15,260,0
2297,15/9/2021,6,9.295238095,20,410,0
2298,15/9/2021,7,9.958333333,17,340,0
2299,15/9/2021,8,9.458333333,17,440,0
2300,15/9/2021,12,6.833333333,20,300,0
2301,15/9/2021,13,12.16666667,33,590,1
2302,15/9/2021,20,4.583333333,16,480,0
2303,15/9/2021,21,5.041666667,35,370,0
2304,15/9/2021,24,8.291666667,16,410,0
2305,15/9/2021,26,6.833333333,23,530,0
2306,15/9/2021,27,14.16666667,30,340,1
2307,15/9/2021,33,16.83333333,33,310,1
2308,15/9/2021,34,10.04166667,3,1420,2
2309,15/9/2021,35,15.375,0,2460,2
2310,15/9/2021,36,12.45833333,0,1740,2
2311,15/9/2021,38,6.708333333,20,450,0
2312,15/9/2021,41,14.71527778,28,290,1
2313,15/9/2021,43,16.82926829,21,290,1
2314,15/9/2021,47,20.8125,11,430,1
2315,15/9/2021,49,15.54166667,38,400,1
2316,15/9/2021,52,14.08333333,15,200,1
2317,15/9/2021,53,20.83333333,24,220,1
2318,15/9/2021,54,8.343065693,30,190,0
2319,15/9/2021,56,6.133333333,23,230,0
2320,15/9/2021,57,7.208333333,22,260,0
2321,15/9/2021,63,7.708333333,31,190,0
2322,15/9/2021,64,11.79166667,41,200,1
2323,15/9/2021,69,14.875,48,220,1
2324,15/9/2021,71,14.6875,39,250,1
2325,15/9/2021,72,17.70833333,40,260,1
2326,15/9/2021,73,13.91666667,30,190,1
2327,15/9/2021,74,11.60416667,31,200,1
2328,15/9/2021,75,15.82578397,12,820,1
2329,15/9/2021,76,8.152777778,33,200,0
2330,22/9/2021,0,8.479166667,26,300,1
2331,22/9/2021,1,9.729166667,37,370,1
2332,22/9/2021,2,8.0625,30,250,1
2333,22/9/2021,3,7.333333333,22,260,1
2334,22/9/2021,4,7.208333333,33,260,1
2335,22/9/2021,5,5,18,260,1
2336,22/9/2021,6,6.882978723,44,270,1
2337,22/9/2021,7,5.25,31,280,1
2338,22/9/2021,8,8.125,23,300,1
2339,22/9/2021,12,5.833333333,21,320,1
2340,22/9/2021,13,10.54166667,35,260,2
2341,22/9/2021,20,4.260869565,37,430,1
2342,22/9/2021,21,3.791666667,25,360,1
2343,22/9/2021,24,8.541666667,29,300,1
2344,22/9/2021,26,3.125,18,410,1
2345,22/9/2021,27,7.416666667,24,330,1
2346,22/9/2021,33,8.791666667,57,950,1
2347,22/9/2021,34,6.170212766,6,1070,0
2348,22/9/2021,35,15.41666667,9,1300,0
2349,22/9/2021,36,8.333333333,37,480,1
2350,22/9/2021,38,4.75,44,580,1
2351,22/9/2021,41,12.18181818,23,230,2
2352,22/9/2021,43,10.77083333,21,280,2
2353,22/9/2021,47,13.95833333,36,230,2
2354,22/9/2021,49,4.375,20,1480,0
2355,22/9/2021,52,12.27083333,21,180,2
2356,22/9/2021,53,10.91666667,29,200,2
2357,22/9/2021,54,7.276923077,20,180,1
2358,22/9/2021,56,4.833333333,21,720,1
2359,22/9/2021,57,5.75,32,480,1
2360,22/9/2021,63,8.916666667,17,180,2
2361,22/9/2021,64,7.5,31,200,1
2362,22/9/2021,69,11.83333333,20,220,2
2363,22/9/2021,71,12.04166667,29,200,2
2364,22/9/2021,72,15,26,200,2
2365,22/9/2021,73,12.625,28,220,2
2366,22/9/2021,74,8.454545455,42,210,1
2367,22/9/2021,75,12.00840925,11,640,2
2368,22/9/2021,76,9.069444444,22,220,2
2369,1/10/2021,0,9.604166667,58,420,1
2370,1/10/2021,1,13.125,60,530,1
2371,1/10/2021,2,9.854166667,48,310,1
2372,1/10/2021,3,11.29166667,55,370,1
2373,1/10/2021,4,12.41666667,48,530,1
2374,1/10/2021,5,5.708333333,20,220,1
2375,1/10/2021,6,10.3125,55,380,1
2376,1/10/2021,7,10.54166667,32,380,1
2377,1/10/2021,8,11.72727273,59,480,1
2378,1/10/2021,10,23.79166667,98,520,0
2379,1/10/2021,12,14,55,330,1
2380,1/10/2021,13,16.79166667,128,960,2
2381,1/10/2021,21,11.83333333,76,420,1
2382,1/10/2021,24,5.625,72,510,1
2383,1/10/2021,26,13.91666667,83,550,0
2384,1/10/2021,27,23.1,44,410,0
2385,1/10/2021,33,22.20833333,116,2130,2
2386,1/10/2021,34,13.91666667,41,1630,0
2387,1/10/2021,35,23.58333333,73,2310,2
2388,1/10/2021,38,9.125,92,780,1
2389,1/10/2021,41,14.98611111,57,390,0
2390,1/10/2021,43,17.875,54,360,0
2391,1/10/2021,47,20.27272727,104,670,0
2392,1/10/2021,49,16,138,1710,2
2393,1/10/2021,52,17,39,370,0
2394,1/10/2021,53,20.875,98,360,0
2395,1/10/2021,54,16.35087719,64,320,0
2396,1/10/2021,56,15.58333333,69,620,0
2397,1/10/2021,57,11,43,480,1
2398,1/10/2021,63,7.291666667,26,290,1
2399,1/10/2021,64,11.95833333,43,270,1
2400,1/10/2021,69,11.29166667,48,220,1
2401,1/10/2021,71,12.75,55,350,1
2402,1/10/2021,72,14.41666667,64,390,0
2403,1/10/2021,73,12.5,33,190,1
2404,1/10/2021,74,8.75,28,220,1
2405,1/10/2021,75,19.07102273,54,930,0
2406,1/10/2021,76,16.44444444,57,460,0
2407,8/10/2021,0,14.52083333,59,250,0
2408,8/10/2021,1,14.20833333,38,600,0
2409,8/10/2021,2,15.20833333,58,220,0
2410,8/10/2021,3,14.70833333,44,260,0
2411,8/10/2021,4,11.70833333,37,280,0
2412,8/10/2021,5,6.958333333,42,200,0
2413,8/10/2021,6,12.40277778,17,300,0
2414,8/10/2021,7,13.875,33,670,0
2415,8/10/2021,8,12.625,27,380,0
2416,8/10/2021,10,24.83333333,30,370,2
2417,8/10/2021,12,20.625,68,330,2
2418,8/10/2021,13,21.375,57,450,2
2419,8/10/2021,21,23.625,101,280,2
2420,8/10/2021,24,6.5,73,300,0
2421,8/10/2021,26,19,74,300,2
2422,8/10/2021,27,19.875,46,430,2
