,date,provinceNo,PM25,O3,CO,cluster
620,1/12/2020,9,11.08695652,128,410,1
621,1/12/2020,10,24.04166667,138,450,1
622,1/12/2020,11,17.04166667,134,440,1
623,1/12/2020,13,15,107,410,1
624,1/12/2020,15,8.625,111,400,1
625,1/12/2020,19,11.45833333,125,420,1
626,1/12/2020,20,17.83333333,102,340,0
627,1/12/2020,21,17.33333333,134,460,1
628,1/12/2020,24,26.79166667,119,330,0
629,1/12/2020,27,8.625,94,360,1
630,1/12/2020,29,25.04166667,114,340,0
631,1/12/2020,33,21.375,118,400,1
632,1/12/2020,34,15.39583333,123,760,1
633,1/12/2020,35,14.625,114,490,1
634,1/12/2020,36,13.66666667,111,460,1
635,1/12/2020,37,31.45833333,133,410,1
636,1/12/2020,38,26.75,125,380,1
637,1/12/2020,39,17.66666667,84,250,0
638,1/12/2020,40,16.09090909,104,430,1
639,1/12/2020,41,16.8411215,117,430,1
640,1/12/2020,43,28.8125,179,920,1
641,1/12/2020,45,27.39130435,127,400,1
642,1/12/2020,47,17.08333333,96,380,1
643,1/12/2020,49,18.33333333,110,430,1
644,1/12/2020,52,21.16666667,59,410,0
645,1/12/2020,53,13.5,111,380,1
646,1/12/2020,54,9.633663366,105,430,1
647,1/12/2020,56,18.58333333,114,410,1
648,1/12/2020,57,24.625,98,310,0
649,1/12/2020,69,11,44,440,2
650,1/12/2020,71,4.041666667,28,500,2
651,1/12/2020,72,22.75,60,210,0
652,1/12/2020,73,7,61,480,2
653,1/12/2020,74,6.229166667,15,430,2
654,1/12/2020,75,18.34782609,124,720,1
655,1/12/2020,76,13.28,115,400,1
656,8/12/2020,0,36.77083333,81,330,2
657,8/12/2020,1,30.88461538,113,350,2
658,8/12/2020,2,29.95744681,88,300,2
659,8/12/2020,3,44.25,87,280,2
660,8/12/2020,4,34.95833333,97,310,2
661,8/12/2020,5,21.04166667,85,230,0
662,8/12/2020,6,23.38541667,111,310,0
663,8/12/2020,7,35.79166667,115,250,2
664,8/12/2020,8,21.66666667,104,350,0
665,8/12/2020,9,23.625,126,340,0
666,8/12/2020,10,33.20833333,136,390,2
667,8/12/2020,11,26.45833333,127,400,0
668,8/12/2020,13,34.16666667,122,380,2
669,8/12/2020,15,19.75,132,340,0
670,8/12/2020,19,24.91666667,131,340,0
671,8/12/2020,20,28.16666667,113,350,0
672,8/12/2020,21,23.875,139,470,0
673,8/12/2020,24,38.83333333,123,340,2
674,8/12/2020,27,20.16666667,138,400,0
675,8/12/2020,29,32.29166667,127,460,2
676,8/12/2020,33,45.875,128,500,2
677,8/12/2020,34,30.66666667,218,1320,1
678,8/12/2020,35,26.16666667,179,770,0
679,8/12/2020,36,23.25,154,400,0
680,8/12/2020,37,48.83333333,137,430,2
681,8/12/2020,38,49.5,130,420,2
682,8/12/2020,39,21.16666667,96,310,0
683,8/12/2020,40,27.22727273,119,420,0
684,8/12/2020,41,35.14423077,137,470,2
685,8/12/2020,43,42.5625,399,1870,1
686,8/12/2020,45,31.95833333,133,410,2
687,8/12/2020,47,28.04255319,101,330,0
688,8/12/2020,49,36.25,134,420,2
689,8/12/2020,52,37.52631579,66,360,2
690,8/12/2020,53,23.04166667,108,360,0
691,8/12/2020,54,22.07092199,103,380,0
692,8/12/2020,56,34.70833333,146,440,2
693,8/12/2020,57,33.125,122,420,2
694,8/12/2020,69,21.95833333,88,320,0
695,8/12/2020,71,11.5,68,320,0
696,8/12/2020,72,34.54166667,76,280,2
697,8/12/2020,73,17.70833333,136,520,0
698,8/12/2020,74,13.52083333,68,280,0
699,8/12/2020,75,35.75,218,1180,1
700,8/12/2020,76,21.06779661,115,390,0
701,15/12/2020,0,30.5862069,109,400,1
702,15/12/2020,1,23.29310345,128,490,1
703,15/12/2020,2,23.78571429,59,350,1
704,15/12/2020,3,43.25,64,270,0
705,15/12/2020,4,29.91666667,60,270,1
706,15/12/2020,5,13.41666667,59,290,1
707,15/12/2020,6,20.85416667,89,320,1
708,15/12/2020,7,21.33333333,110,300,1
709,15/12/2020,8,21.875,69,290,1
710,15/12/2020,9,24.58333333,125,600,1
711,15/12/2020,10,40.66666667,117,580,0
712,15/12/2020,11,30.20833333,85,470,1
713,15/12/2020,13,36.16666667,66,270,1
714,15/12/2020,15,15.45833333,75,330,1
715,15/12/2020,19,32.21428571,141,600,1
716,15/12/2020,20,28.16666667,94,500,1
717,15/12/2020,21,17.13043478,130,620,1
718,15/12/2020,24,48.125,109,510,0
719,15/12/2020,27,10.79166667,70,270,1
720,15/12/2020,29,30.33333333,103,440,1
721,15/12/2020,33,43.79166667,77,290,0
722,15/12/2020,34,60.0625,75,620,0
723,15/12/2020,35,60.66666667,90,420,0
724,15/12/2020,36,56.95833333,120,360,0
725,15/12/2020,37,45.58333333,93,360,0
726,15/12/2020,38,42.625,83,340,0
727,15/12/2020,39,29.25,52,290,1
728,15/12/2020,40,54.36363636,78,280,0
729,15/12/2020,41,57.15966387,69,470,0
730,15/12/2020,43,71.77083333,212,3350,2
731,15/12/2020,45,28.20833333,107,450,1
732,15/12/2020,47,47.23404255,66,270,0
733,15/12/2020,49,42.25,80,300,0
734,15/12/2020,52,75.85714286,34,300,0
735,15/12/2020,53,28.83333333,73,290,1
736,15/12/2020,54,23.13194444,56,440,1
737,15/12/2020,56,42.45833333,100,480,0
738,15/12/2020,57,28.91304348,78,310,1
739,15/12/2020,69,15.125,68,240,1
740,15/12/2020,71,6.333333333,47,260,1
741,15/12/2020,72,24.75,53,220,1
742,15/12/2020,73,14.04166667,36,310,1
743,15/12/2020,74,3,44,240,1
744,15/12/2020,75,75.17427386,75,590,0
745,15/12/2020,76,31.58333333,65,420,1
746,22/12/2020,0,14.02083333,96,310,1
747,22/12/2020,1,17.10416667,101,380,1
748,22/12/2020,2,14.9375,75,300,1
749,22/12/2020,3,17.5,85,330,1
750,22/12/2020,4,17.41666667,75,300,1
751,22/12/2020,5,14.41666667,63,240,1
752,22/12/2020,6,15.45833333,85,300,1
753,22/12/2020,7,11.08333333,87,340,1
754,22/12/2020,8,9.696969697,82,310,1
755,22/12/2020,9,31.16666667,111,380,2
756,22/12/2020,10,41.375,105,380,2
757,22/12/2020,11,31.57575758,105,350,2
758,22/12/2020,13,35.375,118,410,2
759,22/12/2020,15,28.20833333,135,400,2
760,22/12/2020,19,30.52777778,134,400,2
761,22/12/2020,21,26.45833333,119,420,2
762,22/12/2020,24,33.54166667,110,350,2
763,22/12/2020,27,32.875,114,360,2
764,22/12/2020,29,13.08333333,96,350,1
765,22/12/2020,33,17.54166667,125,480,1
766,22/12/2020,34,25.31111111,231,1260,2
767,22/12/2020,35,24.375,179,640,2
768,22/12/2020,36,24.625,152,350,2
769,22/12/2020,37,18.41666667,139,490,1
770,22/12/2020,38,21.20833333,124,380,1
771,22/12/2020,39,16.54166667,76,260,1
772,22/12/2020,40,26.66666667,115,380,2
773,22/12/2020,41,29.1,160,510,2
774,22/12/2020,43,39.54166667,474,2680,0
775,22/12/2020,45,10.66666667,108,380,1
776,22/12/2020,47,37.08333333,105,320,2
777,22/12/2020,49,21.08333333,119,400,1
778,22/12/2020,52,35.44,74,340,2
779,22/12/2020,53,30.33333333,102,320,2
780,22/12/2020,54,22.42361111,96,310,1
781,22/12/2020,56,34.58333333,120,380,2
782,22/12/2020,57,30.66666667,82,290,2
783,22/12/2020,69,20.625,104,360,1
784,22/12/2020,71,9.458333333,93,360,1
785,22/12/2020,72,28.75,97,340,2
786,22/12/2020,73,20.28571429,101,360,1
787,22/12/2020,74,9.333333333,88,340,1
788,22/12/2020,75,30.86291981,301,1780,0
789,22/12/2020,76,24.81944444,106,260,2
790,1/1/2021,0,23.13636364,91,430,0
791,1/1/2021,1,28.9673913,100,570,2
792,1/1/2021,2,20.08888889,91,370,0
793,1/1/2021,3,28.375,87,430,2
794,1/1/2021,4,27.70833333,91,360,2
795,1/1/2021,5,34.30434783,62,550,2
796,1/1/2021,6,20.47252747,112,400,0
797,1/1/2021,7,16.125,99,410,0
798,1/1/2021,8,18.29166667,104,380,0
799,1/1/2021,9,16.54166667,102,300,0
800,1/1/2021,10,28.56521739,99,320,2
801,1/1/2021,11,19.54166667,109,380,0
802,1/1/2021,13,20.20833333,114,320,0
803,1/1/2021,15,15,115,330,0
804,1/1/2021,19,17.77647059,110,320,0
805,1/1/2021,20,22.83333333,106,350,0
806,1/1/2021,21,19.29166667,95,330,0
807,1/1/2021,24,28.25,101,300,2
808,1/1/2021,27,16.54166667,98,340,0
809,1/1/2021,29,32.70833333,119,490,2
810,1/1/2021,33,18.34782609,119,390,0
811,1/1/2021,34,20.23404255,226,1350,1
812,1/1/2021,35,22.25,173,700,0
813,1/1/2021,36,16.92592593,144,390,0
814,1/1/2021,37,21.79166667,134,510,0
815,1/1/2021,38,31.29166667,121,410,2
816,1/1/2021,39,19.70833333,89,310,0
817,1/1/2021,40,21.75,113,350,0
818,1/1/2021,41,22.89166667,131,410,0
819,1/1/2021,43,23.34042553,447,2550,1
820,1/1/2021,45,25.5,121,440,2
821,1/1/2021,47,28.89583333,108,310,2
822,1/1/2021,49,20.58333333,112,350,0
823,1/1/2021,52,20.12,77,370,0
824,1/1/2021,53,22,105,320,0
825,1/1/2021,54,15.18881119,100,350,0
826,1/1/2021,56,21.20833333,121,380,0
827,1/1/2021,57,30.11764706,115,510,2
828,1/1/2021,69,22.25,88,540,0
829,1/1/2021,71,15.58333333,78,480,0
830,1/1/2021,72,18.54166667,84,370,0
831,1/1/2021,73,17.46153846,85,440,0
832,1/1/2021,74,11.42553191,118,570,0
833,1/1/2021,75,21.783391,265,1500,1
834,1/1/2021,76,17.23611111,107,350,0
835,8/1/2021,0,37.60416667,70,460,1
836,8/1/2021,1,37.96808511,86,380,1
837,8/1/2021,2,25.6875,84,420,1
838,8/1/2021,3,38.04166667,74,390,1
839,8/1/2021,4,30.79166667,89,480,1
840,8/1/2021,5,20.83333333,64,260,2
841,8/1/2021,6,33.59375,78,460,1
842,8/1/2021,7,22.875,90,360,2
843,8/1/2021,8,28,81,500,1
844,8/1/2021,9,8.75,136,640,0
845,8/1/2021,10,26.41666667,144,700,0
846,8/1/2021,11,19.54166667,144,690,0
847,8/1/2021,13,23.875,123,620,0
848,8/1/2021,15,13.625,112,630,0
849,8/1/2021,19,13.79166667,116,580,0
850,8/1/2021,20,17.33333333,118,750,0
851,8/1/2021,21,15.34782609,127,670,0
852,8/1/2021,24,31.91304348,67,640,1
853,8/1/2021,27,13.66666667,114,520,0
854,8/1/2021,29,38.83333333,90,550,1
855,8/1/2021,33,25.25,152,580,0
856,8/1/2021,34,23.10638298,114,710,0
857,8/1/2021,35,32.5,114,560,1
858,8/1/2021,36,25.45833333,131,540,0
859,8/1/2021,37,30.95833333,115,510,1
860,8/1/2021,38,34.5,110,550,1
861,8/1/2021,39,16.20833333,116,480,0
862,8/1/2021,40,26.08333333,148,580,0
863,8/1/2021,41,29.18333333,131,500,0
864,8/1/2021,43,47.75,127,670,1
865,8/1/2021,45,37.375,101,600,1
866,8/1/2021,47,40.95833333,117,520,1
867,8/1/2021,49,31.04166667,153,570,0
868,8/1/2021,52,31.4,52,190,2
869,8/1/2021,53,25.375,109,540,0
870,8/1/2021,54,27.24305556,83,400,1
871,8/1/2021,56,34.95833333,142,510,0
872,8/1/2021,57,57.54166667,84,450,1
873,8/1/2021,69,16.5,62,220,2
874,8/1/2021,71,8.208333333,61,200,2
875,8/1/2021,72,11.25,68,210,2
876,8/1/2021,73,12.33333333,83,330,2
877,8/1/2021,74,8.0625,59,220,2
878,8/1/2021,75,29.65268226,118,680,0
879,8/1/2021,76,22.33333333,114,460,0
880,15/1/2021,0,33.83333333,77,400,1
881,15/1/2021,1,51.75,110,430,0
882,15/1/2021,2,38.39583333,88,370,1
883,15/1/2021,3,46.55555556,84,370,1
884,15/1/2021,4,47.125,110,430,0
885,15/1/2021,5,37.45833333,71,290,1
886,15/1/2021,6,59.84375,130,420,0
887,15/1/2021,7,38.29166667,102,350,1
888,15/1/2021,8,40.75,139,460,0
889,15/1/2021,9,48.08333333,98,290,1
890,15/1/2021,10,89.33333333,114,350,0
891,15/1/2021,11,56.45833333,116,400,0
892,15/1/2021,12,37,78,230,1
893,15/1/2021,13,68.20833333,108,440,0
894,15/1/2021,15,31.875,102,350,1
895,15/1/2021,19,64.04166667,98,280,0
896,15/1/2021,20,39.54166667,108,410,1
897,15/1/2021,21,31.25,93,270,1
898,15/1/2021,24,90.66666667,90,310,0
899,15/1/2021,27,45.125,93,370,1
900,15/1/2021,29,46.58333333,141,580,0
901,15/1/2021,33,43.95833333,141,430,0
902,15/1/2021,34,70.91666667,201,940,2
903,15/1/2021,35,79.04166667,165,630,2
904,15/1/2021,36,70.04166667,141,460,0
905,15/1/2021,37,48.08333333,128,380,0
906,15/1/2021,38,58.04166667,156,500,0
907,15/1/2021,39,53.08333333,103,300,0
908,15/1/2021,40,84.375,131,400,0
909,15/1/2021,41,90.78333333,213,610,2
910,15/1/2021,43,98.02083333,305,880,2
911,15/1/2021,45,47.83333333,163,670,2
912,15/1/2021,47,79.71929825,108,370,0
913,15/1/2021,49,53.20833333,153,440,0
914,15/1/2021,52,66.52083333,97,390,0
915,15/1/2021,53,55.125,122,360,0
916,15/1/2021,54,53.93288591,112,390,0
917,15/1/2021,56,54.70833333,206,710,2
918,15/1/2021,57,56.875,132,510,0
919,15/1/2021,64,29.04166667,86,410,1
920,15/1/2021,69,30.5,78,300,1
921,15/1/2021,71,16.83333333,73,320,1
922,15/1/2021,72,20.75,89,290,1
923,15/1/2021,73,31.29166667,84,400,1
924,15/1/2021,74,12.66666667,75,300,1
925,15/1/2021,75,80.93110647,206,770,2
926,15/1/2021,76,53.94444444,112,410,0
927,22/1/2021,0,60.325,104,450,1
928,22/1/2021,1,60.95698925,118,600,1
929,22/1/2021,2,49.04347826,103,360,0
930,22/1/2021,3,73.95652174,101,350,1
931,22/1/2021,4,60.2173913,111,390,1
932,22/1/2021,5,47.25,82,270,0
933,22/1/2021,6,60.70212766,143,370,1
934,22/1/2021,7,44.04347826,90,470,0
935,22/1/2021,8,52.58333333,137,420,0
936,22/1/2021,9,49.45833333,92,280,0
937,22/1/2021,10,72.52173913,114,400,1
938,22/1/2021,11,61.17391304,135,440,1
939,22/1/2021,12,42,72,240,0
940,22/1/2021,13,63.91304348,131,430,1
941,22/1/2021,15,45.29166667,107,420,0
942,22/1/2021,19,67.79166667,91,300,1
943,22/1/2021,20,43.75,119,400,0
944,22/1/2021,21,32.7826087,85,270,0
945,22/1/2021,24,101.0434783,90,420,1
946,22/1/2021,27,46.26086957,81,300,0
947,22/1/2021,29,62.83333333,132,580,1
948,22/1/2021,33,51.17391304,150,460,0
949,22/1/2021,34,64.74468085,418,2460,2
950,22/1/2021,35,74.13043478,338,1420,2
951,22/1/2021,36,73.82608696,283,690,1
952,22/1/2021,37,65.125,157,530,1
953,22/1/2021,38,82.33333333,155,480,1
954,22/1/2021,39,53.45833333,106,320,0
955,22/1/2021,40,78.91666667,197,480,1
956,22/1/2021,41,89.76521739,437,3340,2
957,22/1/2021,43,94.66666667,508,3120,2
958,22/1/2021,45,66.625,187,820,1
959,22/1/2021,47,87.86956522,164,410,1
960,22/1/2021,49,64.66666667,153,440,1
961,22/1/2021,52,65.80434783,75,340,1
962,22/1/2021,53,65.82608696,129,420,1
963,22/1/2021,54,70.68309859,216,640,1
964,22/1/2021,56,54.33333333,180,480,1
965,22/1/2021,57,63.04347826,114,450,1
966,22/1/2021,64,36.65217391,76,370,0
967,22/1/2021,69,32,92,400,0
968,22/1/2021,71,21.52173913,92,350,0
969,22/1/2021,72,34,79,340,0
970,22/1/2021,73,33.04347826,76,350,0
971,22/1/2021,74,19.21276596,56,210,0
972,22/1/2021,75,82.26315789,446,2880,2
973,22/1/2021,76,71.1884058,148,750,1
974,1/2/2021,0,45.91489362,80,520,2
975,1/2/2021,1,40.03296703,119,690,2
976,1/2/2021,2,30.85714286,90,390,1
977,1/2/2021,3,51.91666667,75,400,2
978,1/2/2021,4,57,90,370,2
979,1/2/2021,5,23.13043478,59,250,1
980,1/2/2021,6,53.40625,159,420,2
981,1/2/2021,7,42.96,114,630,2
982,1/2/2021,8,47.54166667,110,420,2
983,1/2/2021,9,15.5,98,250,1
984,1/2/2021,10,35.73913043,113,270,1
985,1/2/2021,11,29.5,102,310,1
986,1/2/2021,12,10.20833333,77,210,1
987,1/2/2021,13,43.29166667,99,320,2
988,1/2/2021,15,30.125,93,270,1
989,1/2/2021,19,24.66666667,91,240,1
990,1/2/2021,20,30.36,87,310,1
991,1/2/2021,21,14.33333333,81,230,1
992,1/2/2021,24,48.20833333,78,340,2
993,1/2/2021,27,22.17391304,82,280,1
994,1/2/2021,29,63.79166667,118,470,2
995,1/2/2021,33,43.04166667,121,370,2
996,1/2/2021,34,50.57446809,295,1460,0
997,1/2/2021,35,59.69565217,213,840,2
998,1/2/2021,36,56.875,199,510,2
999,1/2/2021,37,55.04166667,150,570,2
1000,1/2/2021,38,86.125,157,570,2
1001,1/2/2021,39,45.375,86,290,2
1002,1/2/2021,40,52.95833333,132,390,2
1003,1/2/2021,41,59,223,740,2
1004,1/2/2021,43,65.875,452,2950,0
1005,1/2/2021,45,67.45833333,142,590,2
1006,1/2/2021,47,66.17021277,141,400,2
1007,1/2/2021,49,42.25,109,350,2
1008,1/2/2021,52,61.65957447,94,470,2
1009,1/2/2021,53,69.56521739,107,410,2
1010,1/2/2021,54,53.47552448,120,440,2
1011,1/2/2021,56,53.08333333,180,690,2
1012,1/2/2021,57,52.875,112,430,2
1013,1/2/2021,64,23.34782609,79,240,1
1014,1/2/2021,69,26.29166667,98,400,1
1015,1/2/2021,71,15.13043478,72,260,1
1016,1/2/2021,72,17.75,86,230,1
1017,1/2/2021,73,20.95652174,80,330,1
1018,1/2/2021,74,14.16666667,79,230,1
1019,1/2/2021,75,59.81227695,276,1110,0
1020,1/2/2021,76,51.11594203,110,460,2
1021,8/2/2021,0,44.47916667,42,340,1
1022,8/2/2021,1,58.38541667,73,390,1
1023,8/2/2021,2,44.04166667,74,310,1
1024,8/2/2021,3,49.33333333,49,370,1
1025,8/2/2021,4,55.54166667,65,320,1
1026,8/2/2021,5,49.04166667,39,300,1
1027,8/2/2021,6,68.77083333,94,360,1
1028,8/2/2021,7,53.83333333,73,360,1
1029,8/2/2021,8,56.66666667,94,350,1
1030,8/2/2021,9,26.16666667,77,240,2
1031,8/2/2021,10,47.91666667,99,260,1
1032,8/2/2021,11,41.16666667,96,310,1
1033,8/2/2021,12,16,69,210,2
1034,8/2/2021,13,44.08333333,98,390,1
1035,8/2/2021,15,29.375,98,340,2
1036,8/2/2021,19,40.875,78,240,1
1037,8/2/2021,20,42.58333333,79,280,1
1038,8/2/2021,21,26.875,72,200,2
1039,8/2/2021,24,57.625,75,280,1
1040,8/2/2021,27,40.16666667,60,220,1
1041,8/2/2021,29,73.375,122,490,1
1042,8/2/2021,33,49.79166667,225,810,0
1043,8/2/2021,34,36.5,213,1070,0
1044,8/2/2021,35,51.54166667,265,1040,0
1045,8/2/2021,36,47.25,189,520,0
1046,8/2/2021,37,49.95833333,112,320,1
1047,8/2/2021,38,61.91666667,129,420,1
1048,8/2/2021,39,44.58333333,93,310,1
1049,8/2/2021,40,62.5,213,480,0
1050,8/2/2021,41,39.4796748,95,340,1
1051,8/2/2021,43,39.22916667,73,350,1
1052,8/2/2021,47,54.91666667,116,430,1
1053,8/2/2021,49,57.29166667,213,700,0
1054,8/2/2021,52,44.9375,60,300,1
1055,8/2/2021,53,61.41666667,136,460,1
1056,8/2/2021,54,40.38888889,95,270,1
1057,8/2/2021,56,63.66666667,150,490,1
1058,8/2/2021,57,61,115,500,1
1059,8/2/2021,64,20.79166667,59,180,2
1060,8/2/2021,69,23.25,66,260,2
1061,8/2/2021,71,10.45833333,76,200,2
1062,8/2/2021,72,13.66666667,68,170,2
1063,8/2/2021,73,19.875,57,180,2
1064,8/2/2021,74,9.833333333,64,180,2
1065,8/2/2021,75,43.4271211,159,700,0
1066,8/2/2021,76,38.15492958,123,350,1
1067,15/2/2021,0,54.89361702,86,490,1
1068,15/2/2021,1,51.10752688,139,610,1
1069,15/2/2021,2,50.5,83,420,1
1070,15/2/2021,3,60.86956522,95,420,1
1071,15/2/2021,4,44.39130435,88,390,0
1072,15/2/2021,5,35.13043478,70,240,0
1073,15/2/2021,6,62.42553191,118,560,1
1074,15/2/2021,7,53.17391304,120,510,1
1075,15/2/2021,8,47.52173913,117,460,1
1076,15/2/2021,9,35.66666667,101,390,0
1077,15/2/2021,10,48.17391304,131,470,1
1078,15/2/2021,11,47.26086957,118,520,1
1079,15/2/2021,12,27.54166667,78,340,0
1080,15/2/2021,13,44.65217391,126,460,1
1081,15/2/2021,15,28.29166667,115,430,0
1082,15/2/2021,19,39.86956522,107,400,0
1083,15/2/2021,20,42.2173913,103,430,0
1084,15/2/2021,21,37.43478261,96,370,0
1085,15/2/2021,24,60.13043478,93,440,1
1086,15/2/2021,27,59.34782609,98,440,1
1087,15/2/2021,29,67.5,129,500,1
1088,15/2/2021,33,36.95652174,193,730,2
1089,15/2/2021,34,23.61702128,141,870,2
1090,15/2/2021,35,35.94117647,182,800,2
1091,15/2/2021,36,35.47826087,177,570,2
1092,15/2/2021,37,48.41666667,148,520,1
1093,15/2/2021,38,51.08333333,140,540,1
1094,15/2/2021,39,39.625,90,330,0
1095,15/2/2021,40,51.20833333,161,430,1
1096,15/2/2021,41,26.26086957,91,460,0
1097,15/2/2021,43,25.26086957,85,440,0
1098,15/2/2021,45,62.58333333,153,680,1
1099,15/2/2021,47,45.76086957,116,420,1
1100,15/2/2021,49,44.08333333,193,720,2
1101,15/2/2021,52,31.12765957,82,390,0
1102,15/2/2021,53,47.60869565,107,440,1
1103,15/2/2021,54,26.08450704,87,380,0
1104,15/2/2021,56,30.34782609,131,380,0
1105,15/2/2021,57,55.13043478,110,620,1
1106,15/2/2021,64,22.86956522,96,370,0
1107,15/2/2021,69,26.30434783,90,420,0
1108,15/2/2021,71,18.60869565,108,400,0
1109,15/2/2021,72,21.52173913,99,370,0
1110,15/2/2021,73,25.70833333,90,380,0
1111,15/2/2021,74,18.4893617,98,360,0
1112,15/2/2021,75,30.32342007,111,650,1
1113,15/2/2021,76,25.11764706,123,420,0
1114,22/2/2021,0,33.20833333,52,410,1
1115,22/2/2021,1,50.13541667,107,630,0
1116,22/2/2021,2,34.45833333,87,420,1
1117,22/2/2021,3,30.66666667,57,530,1
1118,22/2/2021,4,48.45833333,108,450,0
1119,22/2/2021,5,43,41,360,1
1120,22/2/2021,6,57.3125,167,430,0
1121,22/2/2021,7,42.875,99,550,1
1122,22/2/2021,8,50.41666667,134,500,0
1123,22/2/2021,9,45.95833333,98,340,1
1124,22/2/2021,10,56.41666667,136,470,0
1125,22/2/2021,11,45.625,136,460,0
1126,22/2/2021,12,45.125,84,250,1
1127,22/2/2021,13,55.41666667,135,410,0
1128,22/2/2021,15,40.54166667,121,430,1
1129,22/2/2021,19,54.16666667,109,320,0
1130,22/2/2021,20,38.33333333,126,430,1
1131,22/2/2021,21,52.33333333,106,290,0
1132,22/2/2021,24,66.75,109,410,0
1133,22/2/2021,27,87.95833333,103,400,0
1134,22/2/2021,29,56.66666667,152,580,0
1135,22/2/2021,33,48.29166667,147,390,0
1136,22/2/2021,34,48.41666667,377,2050,2
1137,22/2/2021,35,66.29166667,335,1520,2
1138,22/2/2021,36,72.25,244,760,0
1139,22/2/2021,37,58.20833333,167,540,0
1140,22/2/2021,38,63.20833333,165,550,0
1141,22/2/2021,39,48.04166667,107,330,1
1142,22/2/2021,40,68.25,311,970,2
1143,22/2/2021,41,53.19444444,194,560,0
1144,22/2/2021,43,54.91666667,329,1010,2
1145,22/2/2021,45,56.375,174,710,0
1146,22/2/2021,47,56.23333333,131,400,0
1147,22/2/2021,49,58.91666667,200,540,0
1148,22/2/2021,52,61.6875,114,570,0
1149,22/2/2021,53,76.41666667,133,430,0
1150,22/2/2021,54,55.81818182,127,500,0
1151,22/2/2021,56,70.25,240,780,0
1152,22/2/2021,57,115,134,440,0
1153,22/2/2021,64,27.125,98,260,1
1154,22/2/2021,69,24.125,102,300,1
1155,22/2/2021,71,19.625,106,260,1
1156,22/2/2021,72,16.83333333,94,280,1
1157,22/2/2021,73,21.45833333,100,360,1
1158,22/2/2021,74,14.16666667,101,280,1
1159,22/2/2021,75,58.37117904,300,1360,2
1160,22/2/2021,76,52.675,167,520,0
1161,1/3/2021,0,76.1875,103,460,0
1162,1/3/2021,1,71.52083333,155,540,0
1163,1/3/2021,2,64.25531915,110,460,0
1164,1/3/2021,3,80.20833333,134,460,0
1165,1/3/2021,4,87.30434783,101,450,0
1166,1/3/2021,5,91.375,106,290,0
1167,1/3/2021,6,110.1684211,208,540,0
1168,1/3/2021,7,69.30434783,126,370,0
1169,1/3/2021,8,68.04347826,126,530,0
1170,1/3/2021,9,58.08695652,114,620,0
1171,1/3/2021,10,73.29166667,149,580,0
1172,1/3/2021,11,66.69565217,131,430,0
1173,1/3/2021,12,52.75,96,480,2
1174,1/3/2021,13,53.34782609,117,440,2
1175,1/3/2021,15,44.20833333,97,460,2
1176,1/3/2021,19,55.69565217,121,620,0
1177,1/3/2021,20,74.56521739,147,630,0
1178,1/3/2021,21,72.83333333,104,540,0
1179,1/3/2021,24,75.83333333,123,650,0
1180,1/3/2021,27,93.875,97,370,0
1181,1/3/2021,29,97.83333333,119,490,0
1182,1/3/2021,33,53.20833333,242,800,1
1183,1/3/2021,34,29.3125,171,800,1
1184,1/3/2021,35,39.70833333,250,980,1
1185,1/3/2021,36,46.625,298,870,1
1186,1/3/2021,37,61,220,790,1
1187,1/3/2021,38,58.33333333,171,650,0
1188,1/3/2021,39,81.83333333,133,550,0
1189,1/3/2021,40,52.66666667,173,360,0
1190,1/3/2021,41,35.78417266,79,370,2
1191,1/3/2021,43,25.95652174,72,360,2
1192,1/3/2021,45,69.70833333,131,530,0
1193,1/3/2021,47,45.66666667,120,380,2
1194,1/3/2021,49,58.5,245,770,1
1195,1/3/2021,52,32.52083333,61,350,2
1196,1/3/2021,53,45.58333333,101,380,2
1197,1/3/2021,54,29.88028169,70,340,2
1198,1/3/2021,56,39.54166667,165,380,2
1199,1/3/2021,57,134.75,128,470,0
1200,1/3/2021,64,27.75,57,280,2
1201,1/3/2021,69,54.25,66,300,2
1202,1/3/2021,71,21.16666667,79,300,2
1203,1/3/2021,72,21.79166667,65,320,2
1204,1/3/2021,73,31.29166667,68,310,2
1205,1/3/2021,74,17.625,65,280,2
1206,1/3/2021,75,35.56524981,122,560,2
1207,1/3/2021,76,29.11594203,112,370,2
1208,8/3/2021,0,138.9583333,98,530,0
1209,8/3/2021,1,92.01298701,163,710,0
1210,8/3/2021,2,49.45833333,77,530,1
1211,8/3/2021,3,98.41666667,88,470,1
1212,8/3/2021,4,57.20833333,79,480,1
1213,8/3/2021,5,316.7083333,136,440,2
1214,8/3/2021,6,84.1627907,139,510,0
1215,8/3/2021,7,76.45833333,165,700,0
1216,8/3/2021,8,43.66666667,121,480,0
1217,8/3/2021,9,25.91666667,64,430,1
1218,8/3/2021,10,34.33333333,85,460,1
1219,8/3/2021,11,25.70833333,87,470,1
1220,8/3/2021,12,21.16666667,80,390,1
1221,8/3/2021,13,30.95833333,87,530,1
1222,8/3/2021,15,37.08333333,82,480,1
1223,8/3/2021,19,30.04166667,67,390,1
1224,8/3/2021,20,31.29166667,60,580,1
1225,8/3/2021,21,25.125,79,390,1
1226,8/3/2021,24,35.54166667,80,430,1
1227,8/3/2021,27,71.95833333,61,230,1
1228,8/3/2021,29,40.75,135,580,0
1229,8/3/2021,33,26.875,110,480,0
1230,8/3/2021,34,19.14285714,172,920,0
