,date,provinceNo,co
745,20210108,27.0,520
746,20210108,15.0,630
747,20210108,13.0,620
748,20210108,76.0,460
749,20210108,54.0,400
750,20210108,52.0,190
751,20210115,74.0,300
752,20210115,71.0,320
753,20210115,72.0,290
754,20210115,63.0,310
755,20210115,64.0,410
756,20210115,69.0,300
757,20210115,73.0,400
758,20210115,70.0,330
759,20210115,56.0,710
760,20210115,43.0,880
761,20210115,75.0,770
762,20210115,41.0,610
763,20210115,34.0,940
764,20210115,35.0,630
765,20210115,36.0,460
766,20210115,47.0,370
767,20210115,40.0,400
768,20210115,44.0,440
769,20210115,53.0,360
770,20210115,31.0,350
771,20210115,0.0,400
772,20210115,5.0,290
773,20210115,3.0,370
774,20210115,2.0,370
775,20210115,1.0,430
776,20210115,7.0,350
777,20210115,6.0,420
778,20210115,4.0,430
779,20210115,8.0,460
780,20210115,45.0,670
781,20210115,57.0,510
782,20210115,38.0,500
783,20210115,29.0,580
784,20210115,37.0,380
785,20210115,39.0,300
786,20210115,33.0,430
787,20210115,49.0,440
788,20210115,24.0,310
789,20210115,20.0,410
790,20210115,26.0,310
791,20210115,12.0,230
792,20210115,21.0,270
793,20210115,10.0,350
794,20210115,9.0,290
795,20210115,19.0,280
796,20210115,11.0,400
797,20210115,27.0,370
798,20210115,15.0,350
799,20210115,13.0,440
800,20210115,76.0,410
801,20210115,54.0,390
802,20210115,52.0,390
803,20210122,74.0,210
804,20210122,71.0,350
805,20210122,72.0,340
806,20210122,63.0,370
807,20210122,64.0,370
808,20210122,69.0,400
809,20210122,73.0,350
810,20210122,70.0,280
811,20210122,56.0,480
812,20210122,36.0,690
813,20210122,47.0,410
814,20210122,40.0,480
815,20210122,44.0,640
816,20210122,53.0,420
817,20210122,31.0,380
818,20210122,0.0,450
819,20210122,5.0,270
820,20210122,3.0,350
821,20210122,2.0,360
822,20210122,1.0,600
823,20210122,7.0,470
824,20210122,6.0,370
825,20210122,4.0,390
826,20210122,8.0,420
827,20210122,45.0,820
828,20210122,57.0,450
829,20210122,38.0,480
830,20210122,29.0,580
831,20210122,37.0,530
832,20210122,39.0,320
833,20210122,33.0,460
834,20210122,49.0,440
835,20210122,24.0,420
836,20210122,20.0,400
837,20210122,26.0,330
838,20210122,12.0,240
839,20210122,21.0,270
840,20210122,10.0,400
841,20210122,9.0,280
842,20210122,19.0,300
843,20210122,11.0,440
844,20210122,27.0,300
845,20210122,15.0,420
846,20210122,13.0,430
847,20210122,76.0,750
848,20210122,54.0,640
849,20210122,52.0,340
850,20210201,74.0,230
851,20210201,71.0,260
852,20210201,72.0,230
853,20210201,63.0,240
854,20210201,64.0,240
855,20210201,69.0,400
856,20210201,73.0,330
857,20210201,70.0,410
858,20210201,56.0,690
859,20210201,41.0,740
860,20210201,35.0,840
861,20210201,36.0,510
862,20210201,47.0,400
863,20210201,40.0,390
864,20210201,44.0,400
865,20210201,53.0,410
866,20210201,31.0,390
867,20210201,0.0,520
868,20210201,5.0,250
869,20210201,3.0,400
870,20210201,2.0,390
871,20210201,1.0,690
872,20210201,7.0,630
873,20210201,6.0,420
874,20210201,4.0,370
875,20210201,8.0,420
876,20210201,45.0,590
877,20210201,57.0,430
878,20210201,38.0,570
879,20210201,29.0,470
880,20210201,37.0,570
881,20210201,39.0,290
882,20210201,33.0,370
883,20210201,49.0,350
884,20210201,24.0,340
885,20210201,20.0,310
886,20210201,26.0,260
887,20210201,12.0,210
888,20210201,21.0,230
889,20210201,10.0,270
890,20210201,9.0,250
891,20210201,19.0,240
892,20210201,11.0,310
893,20210201,27.0,280
894,20210201,15.0,270
895,20210201,13.0,320
896,20210201,76.0,460
897,20210201,54.0,440
898,20210201,52.0,470
899,20210208,74.0,180
900,20210208,71.0,200
901,20210208,72.0,170
902,20210208,63.0,200
903,20210208,64.0,180
904,20210208,69.0,260
905,20210208,73.0,180
906,20210208,70.0,200
907,20210208,56.0,490
908,20210208,43.0,350
909,20210208,75.0,700
910,20210208,41.0,340
911,20210208,36.0,520
912,20210208,47.0,430
913,20210208,44.0,520
914,20210208,53.0,460
915,20210208,0.0,340
916,20210208,3.0,370
917,20210208,2.0,310
918,20210208,1.0,390
919,20210208,7.0,360
920,20210208,6.0,360
921,20210208,4.0,320
922,20210208,8.0,350
923,20210208,45.0,560
924,20210208,57.0,500
925,20210208,38.0,420
926,20210208,29.0,490
927,20210208,37.0,320
928,20210208,39.0,310
929,20210208,33.0,810
930,20210208,49.0,700
931,20210208,24.0,280
932,20210208,20.0,280
933,20210208,26.0,210
934,20210208,12.0,210
935,20210208,21.0,200
936,20210208,10.0,260
937,20210208,9.0,240
938,20210208,19.0,240
939,20210208,11.0,310
940,20210208,27.0,220
941,20210208,15.0,340
942,20210208,13.0,390
943,20210208,76.0,350
944,20210208,54.0,270
945,20210208,52.0,300
946,20210215,74.0,360
947,20210215,71.0,400
948,20210215,72.0,370
949,20210215,63.0,380
950,20210215,64.0,370
951,20210215,69.0,420
952,20210215,73.0,380
953,20210215,70.0,360
954,20210215,56.0,380
955,20210215,43.0,440
956,20210215,75.0,650
957,20210215,41.0,460
958,20210215,34.0,870
959,20210215,35.0,800
960,20210215,36.0,570
961,20210215,47.0,420
962,20210215,40.0,430
963,20210215,44.0,500
964,20210215,53.0,440
965,20210215,31.0,410
966,20210215,0.0,490
967,20210215,5.0,240
968,20210215,3.0,420
969,20210215,2.0,420
970,20210215,1.0,610
971,20210215,7.0,510
972,20210215,6.0,560
973,20210215,4.0,390
974,20210215,8.0,460
975,20210215,45.0,680
976,20210215,57.0,620
977,20210215,38.0,540
978,20210215,29.0,500
979,20210215,37.0,520
980,20210215,39.0,330
981,20210215,33.0,730
982,20210215,49.0,720
983,20210215,24.0,440
984,20210215,20.0,430
985,20210215,26.0,440
986,20210215,12.0,340
987,20210215,21.0,370
988,20210215,10.0,470
989,20210215,9.0,390
990,20210215,19.0,400
991,20210215,11.0,520
992,20210215,27.0,440
993,20210215,15.0,430
994,20210215,13.0,460
995,20210215,76.0,420
996,20210215,54.0,380
997,20210215,52.0,390
998,20210222,74.0,280
999,20210222,71.0,260
1000,20210222,72.0,280
1001,20210222,63.0,240
1002,20210222,64.0,260
1003,20210222,69.0,300
1004,20210222,73.0,360
1005,20210222,70.0,350
1006,20210222,56.0,780
1007,20210222,41.0,560
1008,20210222,36.0,760
1009,20210222,47.0,400
1010,20210222,40.0,970
1011,20210222,53.0,430
1012,20210222,31.0,440
1013,20210222,0.0,410
1014,20210222,5.0,360
1015,20210222,3.0,530
1016,20210222,2.0,420
1017,20210222,1.0,630
1018,20210222,7.0,550
1019,20210222,6.0,430
1020,20210222,4.0,450
1021,20210222,8.0,500
1022,20210222,45.0,710
1023,20210222,57.0,440
1024,20210222,38.0,550
1025,20210222,29.0,580
1026,20210222,37.0,540
1027,20210222,39.0,330
1028,20210222,33.0,390
1029,20210222,49.0,540
1030,20210222,24.0,410
1031,20210222,20.0,430
1032,20210222,26.0,420
1033,20210222,12.0,250
1034,20210222,21.0,290
1035,20210222,10.0,470
1036,20210222,9.0,340
1037,20210222,19.0,320
1038,20210222,11.0,460
1039,20210222,27.0,400
1040,20210222,15.0,430
1041,20210222,13.0,410
1042,20210222,76.0,520
1043,20210222,54.0,500
1044,20210222,52.0,570
1045,20210301,74.0,280
1046,20210301,71.0,300
1047,20210301,72.0,320
1048,20210301,63.0,310
1049,20210301,64.0,280
1050,20210301,69.0,300
1051,20210301,73.0,310
1052,20210301,70.0,320
1053,20210301,56.0,380
1054,20210301,43.0,360
1055,20210301,75.0,560
1056,20210301,41.0,370
1057,20210301,34.0,800
1058,20210301,35.0,980
1059,20210301,36.0,870
1060,20210301,47.0,380
1061,20210301,40.0,360
1062,20210301,44.0,610
1063,20210301,53.0,380
1064,20210301,31.0,370
1065,20210301,0.0,460
1066,20210301,5.0,290
1067,20210301,3.0,460
1068,20210301,2.0,460
1069,20210301,1.0,540
1070,20210301,7.0,370
1071,20210301,6.0,540
1072,20210301,4.0,450
1073,20210301,8.0,530
1074,20210301,45.0,530
1075,20210301,57.0,470
1076,20210301,38.0,650
1077,20210301,29.0,490
1078,20210301,37.0,790
1079,20210301,39.0,550
1080,20210301,33.0,800
1081,20210301,49.0,770
1082,20210301,24.0,650
1083,20210301,20.0,630
1084,20210301,26.0,790
1085,20210301,12.0,480
1086,20210301,21.0,540
1087,20210301,10.0,580
1088,20210301,9.0,620
1089,20210301,19.0,620
1090,20210301,11.0,430
1091,20210301,27.0,370
1092,20210301,15.0,460
1093,20210301,13.0,440
1094,20210301,76.0,370
1095,20210301,54.0,340
1096,20210301,52.0,350
1097,20210308,74.0,180
1098,20210308,71.0,190
1099,20210308,72.0,180
1100,20210308,63.0,180
1101,20210308,64.0,180
1102,20210308,69.0,180
1103,20210308,73.0,180
1104,20210308,70.0,170
1105,20210308,56.0,340
1106,20210308,43.0,290
1107,20210308,75.0,650
1108,20210308,41.0,420
1109,20210308,34.0,920
1110,20210308,35.0,660
1111,20210308,36.0,400
1112,20210308,47.0,400
1113,20210308,40.0,560
1114,20210308,44.0,520
1115,20210308,53.0,420
1116,20210308,31.0,450
1117,20210308,0.0,530
1118,20210308,5.0,440
1119,20210308,3.0,470
1120,20210308,2.0,530
1121,20210308,1.0,710
1122,20210308,7.0,700
1123,20210308,6.0,510
1124,20210308,4.0,480
1125,20210308,8.0,480
1126,20210308,45.0,610
1127,20210308,57.0,640
1128,20210308,38.0,560
1129,20210308,29.0,580
1130,20210308,37.0,530
1131,20210308,39.0,510
1132,20210308,33.0,480
1133,20210308,49.0,540
1134,20210308,24.0,430
1135,20210308,20.0,580
1136,20210308,26.0,440
1137,20210308,12.0,390
1138,20210308,21.0,390
1139,20210308,10.0,460
1140,20210308,9.0,430
1141,20210308,19.0,390
1142,20210308,11.0,470
1143,20210308,27.0,230
1144,20210308,15.0,480
1145,20210308,13.0,530
1146,20210308,76.0,300
1147,20210308,54.0,190
1148,20210308,52.0,210
1149,20210315,74.0,210
1150,20210315,71.0,200
1151,20210315,72.0,210
1152,20210315,63.0,180
1153,20210315,64.0,200
1154,20210315,69.0,220
1155,20210315,73.0,200
1156,20210315,70.0,240
1157,20210315,56.0,420
1158,20210315,43.0,300
1159,20210315,75.0,530
1160,20210315,41.0,330
1161,20210315,34.0,750
1162,20210315,35.0,740
1163,20210315,36.0,490
1164,20210315,47.0,330
1165,20210315,40.0,390
1166,20210315,44.0,440
1167,20210315,53.0,300
1168,20210315,31.0,300
1169,20210315,0.0,460
1170,20210315,5.0,320
1171,20210315,3.0,380
1172,20210315,2.0,380
1173,20210315,1.0,540
1174,20210315,7.0,440
1175,20210315,6.0,370
1176,20210315,4.0,520
1177,20210315,8.0,590
1178,20210315,45.0,660
1179,20210315,57.0,390
1180,20210315,38.0,710
1181,20210315,29.0,580
1182,20210315,37.0,730
1183,20210315,39.0,480
1184,20210315,33.0,640
1185,20210315,49.0,680
1186,20210315,24.0,450
1187,20210315,20.0,410
1188,20210315,26.0,540
1189,20210315,12.0,370
1190,20210315,21.0,390
1191,20210315,10.0,560
1192,20210315,9.0,550
1193,20210315,19.0,380
1194,20210315,11.0,370
1195,20210315,27.0,310
1196,20210315,15.0,400
1197,20210315,13.0,420
1198,20210315,76.0,300
1199,20210315,54.0,230
1200,20210315,52.0,230
1201,20210322,74.0,200
1202,20210322,71.0,240
1203,20210322,72.0,230
1204,20210322,63.0,220
1205,20210322,64.0,240
1206,20210322,69.0,220
1207,20210322,73.0,290
1208,20210322,70.0,260
1209,20210322,56.0,790
1210,20210322,43.0,690
1211,20210322,75.0,620
1212,20210322,41.0,480
1213,20210322,34.0,660
1214,20210322,35.0,570
1215,20210322,36.0,450
1216,20210322,47.0,440
1217,20210322,40.0,490
1218,20210322,44.0,440
1219,20210322,53.0,500
1220,20210322,31.0,500
1221,20210322,0.0,750
1222,20210322,5.0,370
1223,20210322,3.0,420
1224,20210322,2.0,350
1225,20210322,1.0,600
1226,20210322,7.0,580
1227,20210322,6.0,490
1228,20210322,4.0,400
1229,20210322,8.0,450
1230,20210322,45.0,620
1231,20210322,57.0,640
1232,20210322,38.0,470
1233,20210322,29.0,620
1234,20210322,37.0,550
1235,20210322,39.0,360
1236,20210322,33.0,430
1237,20210322,49.0,430
1238,20210322,24.0,440
1239,20210322,20.0,390
1240,20210322,26.0,420
1241,20210322,12.0,430
1242,20210322,21.0,480
1243,20210322,10.0,440
1244,20210322,9.0,460
1245,20210322,19.0,440
1246,20210322,11.0,460
1247,20210322,27.0,510
1248,20210322,15.0,470
1249,20210322,13.0,450
1250,20210322,76.0,460
1251,20210322,54.0,460
1252,20210322,52.0,450
1253,20210401,74.0,320
1254,20210401,71.0,370
1255,20210401,72.0,460
1256,20210401,63.0,320
1257,20210401,64.0,320
1258,20210401,69.0,380
1259,20210401,73.0,300
1260,20210401,70.0,320
1261,20210401,56.0,340
1262,20210401,43.0,440
1263,20210401,75.0,880
1264,20210401,41.0,380
1265,20210401,36.0,780
1266,20210401,47.0,600
1267,20210401,40.0,520
1268,20210401,44.0,300
1269,20210401,53.0,340
1270,20210401,31.0,390
1271,20210401,0.0,440
1272,20210401,5.0,320
1273,20210401,3.0,410
1274,20210401,2.0,410
1275,20210401,1.0,570
1276,20210401,7.0,430
1277,20210401,6.0,370
1278,20210401,4.0,390
1279,20210401,8.0,390
1280,20210401,45.0,390
1281,20210401,57.0,380
1282,20210401,38.0,580
1283,20210401,29.0,480
1284,20210401,37.0,570
1285,20210401,39.0,560
1286,20210401,33.0,460
1287,20210401,49.0,460
1288,20210401,24.0,520
1289,20210401,20.0,480
1290,20210401,26.0,660
1291,20210401,12.0,540
1292,20210401,21.0,510
1293,20210401,10.0,410
1294,20210401,9.0,410
1295,20210401,19.0,370
1296,20210401,11.0,380
1297,20210401,27.0,300
1298,20210401,15.0,310
1299,20210401,13.0,360
1300,20210401,76.0,290
1301,20210401,54.0,300
1302,20210401,52.0,280
1303,20210408,74.0,230
1304,20210408,71.0,240
1305,20210408,72.0,230
1306,20210408,63.0,240
1307,20210408,64.0,220
1308,20210408,69.0,240
1309,20210408,73.0,290
1310,20210408,70.0,220
1311,20210408,56.0,230
1312,20210408,36.0,470
1313,20210408,47.0,530
1314,20210408,40.0,540
1315,20210408,44.0,540
1316,20210408,53.0,760
1317,20210408,31.0,660
1318,20210408,0.0,530
1319,20210408,5.0,330
1320,20210408,3.0,440
1321,20210408,2.0,440
1322,20210408,1.0,800
1323,20210408,7.0,540
1324,20210408,6.0,420
1325,20210408,4.0,480
1326,20210408,8.0,540
1327,20210408,45.0,500
1328,20210408,57.0,270
1329,20210408,38.0,570
1330,20210408,29.0,400
1331,20210408,37.0,490
1332,20210408,39.0,420
1333,20210408,33.0,460
1334,20210408,49.0,390
1335,20210408,24.0,430
1336,20210408,20.0,450
1337,20210408,26.0,400
1338,20210408,12.0,350
1339,20210408,21.0,340
1340,20210408,10.0,450
1341,20210408,9.0,340
1342,20210408,19.0,370
1343,20210408,11.0,340
1344,20210408,27.0,420
1345,20210408,15.0,450
1346,20210408,13.0,530
1347,20210408,76.0,480
1348,20210408,54.0,240
1349,20210408,52.0,230
1350,20210415,74.0,410
1351,20210415,71.0,400
1352,20210415,72.0,520
1353,20210415,63.0,330
1354,20210415,64.0,340
1355,20210415,69.0,340
1356,20210415,73.0,340
1357,20210415,70.0,270
1358,20210415,56.0,460
1359,20210415,43.0,360
1360,20210415,41.0,330
1361,20210415,47.0,420
1362,20210415,44.0,740
1363,20210415,53.0,320
1364,20210415,31.0,340
1365,20210415,0.0,560
1366,20210415,5.0,470
1367,20210415,3.0,480
1368,20210415,2.0,490
1369,20210415,1.0,810
1370,20210415,7.0,580
1371,20210415,6.0,470
1372,20210415,4.0,600
1373,20210415,8.0,620
1374,20210415,45.0,530
1375,20210415,57.0,460
1376,20210415,38.0,580
1377,20210415,29.0,620
1378,20210415,37.0,610
1379,20210415,39.0,550
1380,20210415,33.0,550
1381,20210415,49.0,590
1382,20210415,24.0,590
1383,20210415,20.0,640
1384,20210415,26.0,640
1385,20210415,12.0,650
1386,20210415,21.0,630
1387,20210415,10.0,830
1388,20210415,9.0,720
1389,20210415,19.0,560
1390,20210415,11.0,560
1391,20210415,27.0,450
1392,20210415,15.0,370
1393,20210415,13.0,410
1394,20210415,76.0,360
1395,20210415,54.0,250
1396,20210415,52.0,300
1397,20210422,74.0,210
1398,20210422,71.0,200
1399,20210422,72.0,240
1400,20210422,63.0,210
1401,20210422,64.0,250
1402,20210422,69.0,320
1403,20210422,73.0,330
1404,20210422,70.0,280
1405,20210422,56.0,300
1406,20210422,43.0,460
1407,20210422,41.0,780
1408,20210422,36.0,580
1409,20210422,47.0,570
1410,20210422,40.0,590
1411,20210422,44.0,340
1412,20210422,53.0,320
1413,20210422,31.0,310
1414,20210422,0.0,460
1415,20210422,5.0,310
1416,20210422,3.0,410
1417,20210422,2.0,490
1418,20210422,1.0,550
1419,20210422,7.0,520
1420,20210422,6.0,360
1421,20210422,4.0,470
1422,20210422,8.0,450
1423,20210422,45.0,430
1424,20210422,57.0,310
1425,20210422,38.0,580
1426,20210422,29.0,360
1427,20210422,37.0,860
1428,20210422,39.0,650
1429,20210422,33.0,530
1430,20210422,49.0,520
1431,20210422,24.0,540
1432,20210422,20.0,560
1433,20210422,26.0,580
1434,20210422,12.0,370
1435,20210422,21.0,440
1436,20210422,10.0,570
1437,20210422,9.0,520
1438,20210422,19.0,500
1439,20210422,11.0,470
1440,20210422,27.0,370
1441,20210422,15.0,380
1442,20210422,13.0,540
1443,20210422,76.0,360
1444,20210422,54.0,300
1445,20210422,52.0,280
1446,20210501,74.0,380
1447,20210501,71.0,380
1448,20210501,72.0,370
1449,20210501,63.0,460
1450,20210501,64.0,330
1451,20210501,69.0,400
1452,20210501,73.0,380
1453,20210501,70.0,330
1454,20210501,56.0,450
1455,20210501,43.0,420
1456,20210501,75.0,740
1457,20210501,41.0,520
1458,20210501,34.0,990
1459,20210501,35.0,940
1460,20210501,36.0,590
1461,20210501,47.0,410
1462,20210501,40.0,490
1463,20210501,44.0,700
1464,20210501,53.0,430
1465,20210501,31.0,370
1466,20210501,0.0,570
1467,20210501,5.0,290
1468,20210501,3.0,530
1469,20210501,2.0,440
1470,20210501,1.0,630
1471,20210501,7.0,550
1472,20210501,6.0,650
1473,20210501,4.0,550
1474,20210501,8.0,570
1475,20210501,45.0,760
1476,20210501,57.0,770
1477,20210501,38.0,750
1478,20210501,37.0,870
1479,20210501,39.0,400
1480,20210501,24.0,560
1481,20210501,20.0,540
1482,20210501,26.0,550
1483,20210501,12.0,370
1484,20210501,21.0,390
1485,20210501,10.0,570
1486,20210501,9.0,450
1487,20210501,19.0,500
1488,20210501,11.0,550
1489,20210501,27.0,280
1490,20210501,15.0,540
1491,20210501,13.0,640
1492,20210501,76.0,390
1493,20210501,54.0,370
1494,20210501,52.0,330
1495,20210508,74.0,210
1496,20210508,71.0,320
1497,20210508,72.0,200
1498,20210508,63.0,180
1499,20210508,64.0,200
1500,20210508,69.0,220
1501,20210508,73.0,170
1502,20210508,70.0,170
1503,20210508,56.0,500
1504,20210508,36.0,730
1505,20210508,47.0,710
1506,20210508,40.0,730
1507,20210508,44.0,580
1508,20210508,53.0,590
1509,20210508,31.0,620
1510,20210508,0.0,420
1511,20210508,5.0,280
1512,20210508,3.0,360
1513,20210508,2.0,440
1514,20210508,1.0,540
1515,20210508,7.0,390
1516,20210508,6.0,350
1517,20210508,4.0,570
1518,20210508,8.0,580
1519,20210508,45.0,530
1520,20210508,57.0,410
1521,20210508,38.0,650
1522,20210508,29.0,420
1523,20210508,37.0,660
1524,20210508,39.0,380
1525,20210508,33.0,600
1526,20210508,49.0,500
1527,20210508,24.0,480
1528,20210508,20.0,380
1529,20210508,26.0,480
1530,20210508,12.0,280
1531,20210508,21.0,360
1532,20210508,10.0,450
1533,20210508,9.0,390
1534,20210508,19.0,420
1535,20210508,11.0,380
1536,20210508,27.0,370
1537,20210508,15.0,400
1538,20210508,13.0,410
1539,20210508,54.0,650
1540,20210508,52.0,390
1541,20210515,74.0,550
1542,20210515,71.0,460
1543,20210515,72.0,410
1544,20210515,63.0,270
1545,20210515,64.0,300
1546,20210515,69.0,320
1547,20210515,73.0,280
1548,20210515,70.0,290
1549,20210515,56.0,310
1550,20210515,43.0,330
1551,20210515,75.0,570
1552,20210515,41.0,330
1553,20210515,34.0,860
1554,20210515,35.0,890
1555,20210515,36.0,460
1556,20210515,47.0,240
1557,20210515,40.0,270
1558,20210515,44.0,420
1559,20210515,53.0,200
1560,20210515,31.0,210
1561,20210515,0.0,360
1562,20210515,5.0,260
1563,20210515,3.0,340
1564,20210515,2.0,400
1565,20210515,1.0,410
1566,20210515,7.0,330
1567,20210515,6.0,310
1568,20210515,4.0,370
1569,20210515,8.0,530
1570,20210515,45.0,580
1571,20210515,57.0,290
1572,20210515,38.0,630
1573,20210515,29.0,430
1574,20210515,37.0,700
1575,20210515,39.0,310
1576,20210515,33.0,490
1577,20210515,49.0,390
1578,20210515,24.0,450
1579,20210515,20.0,550
1580,20210515,26.0,420
1581,20210515,12.0,320
1582,20210515,21.0,360
1583,20210515,10.0,330
1584,20210515,9.0,310
1585,20210515,19.0,270
1586,20210515,11.0,270
1587,20210515,27.0,420
1588,20210515,15.0,230
1589,20210515,13.0,210
1590,20210515,76.0,230
1591,20210515,54.0,180
1592,20210515,52.0,180
1593,20210522,74.0,620
1594,20210522,71.0,470
1595,20210522,72.0,450
1596,20210522,63.0,290
1597,20210522,64.0,220
1598,20210522,69.0,220
1599,20210522,73.0,220
1600,20210522,70.0,200
1601,20210522,56.0,170
1602,20210522,43.0,240
1603,20210522,75.0,440
1604,20210522,41.0,240
1605,20210522,34.0,710
1606,20210522,35.0,970
1607,20210522,36.0,850
1608,20210522,47.0,620
1609,20210522,40.0,260
1610,20210522,44.0,260
1611,20210522,53.0,250
1612,20210522,31.0,350
1613,20210522,0.0,260
1614,20210522,5.0,260
1615,20210522,3.0,260
1616,20210522,2.0,300
1617,20210522,1.0,310
1618,20210522,7.0,250
1619,20210522,6.0,250
1620,20210522,4.0,300
1621,20210522,8.0,290
1622,20210522,45.0,320
1623,20210522,57.0,270
1624,20210522,38.0,290
1625,20210522,29.0,330
1626,20210522,37.0,270
1627,20210522,39.0,400
1628,20210522,33.0,260
1629,20210522,49.0,240
1630,20210522,24.0,500
1631,20210522,20.0,330
1632,20210522,26.0,480
1633,20210522,12.0,450
1634,20210522,21.0,460
1635,20210522,10.0,290
1636,20210522,9.0,290
1637,20210522,19.0,260
1638,20210522,11.0,270
1639,20210522,27.0,220
1640,20210522,15.0,230
1641,20210522,13.0,230
1642,20210522,76.0,220
1643,20210522,54.0,200
1644,20210522,52.0,200
1645,20210601,74.0,310
1646,20210601,71.0,540
1647,20210601,72.0,460
1648,20210601,63.0,380
1649,20210601,64.0,330
1650,20210601,69.0,360
1651,20210601,73.0,220
1652,20210601,70.0,210
1653,20210601,56.0,190
1654,20210601,43.0,220
1655,20210601,75.0,420
1656,20210601,41.0,240
1657,20210601,34.0,660
1658,20210601,35.0,880
1659,20210601,47.0,840
1660,20210601,40.0,390
1661,20210601,44.0,180
1662,20210601,53.0,260
1663,20210601,31.0,270
1664,20210601,0.0,280
1665,20210601,5.0,220
1666,20210601,3.0,210
1667,20210601,2.0,240
1668,20210601,1.0,420
1669,20210601,7.0,240
1670,20210601,6.0,210
1671,20210601,4.0,220
1672,20210601,8.0,210
1673,20210601,45.0,350
1674,20210601,57.0,190
1675,20210601,38.0,330
1676,20210601,29.0,220
1677,20210601,37.0,270
1678,20210601,39.0,330
1679,20210601,33.0,220
1680,20210601,49.0,210
1681,20210601,24.0,260
1682,20210601,20.0,220
1683,20210601,26.0,250
1684,20210601,12.0,370
1685,20210601,21.0,400
1686,20210601,10.0,350
1687,20210601,9.0,280
1688,20210601,19.0,280
1689,20210601,11.0,250
1690,20210601,27.0,320
1691,20210601,15.0,270
1692,20210601,13.0,230
1693,20210601,76.0,200
1694,20210601,54.0,240
1695,20210601,52.0,340
1696,20210608,74.0,310
1697,20210608,71.0,260
1698,20210608,72.0,300
1699,20210608,63.0,190
1700,20210608,64.0,180
1701,20210608,69.0,200
1702,20210608,73.0,180
1703,20210608,70.0,170
1704,20210608,56.0,180
1705,20210608,43.0,200
1706,20210608,75.0,380
1707,20210608,41.0,210
1708,20210608,34.0,600
1709,20210608,35.0,800
1710,20210608,36.0,650
1711,20210608,47.0,870
1712,20210608,40.0,250
1713,20210608,44.0,160
1714,20210608,53.0,200
1715,20210608,31.0,230
1716,20210608,0.0,220
1717,20210608,5.0,180
1718,20210608,3.0,230
1719,20210608,2.0,200
1720,20210608,1.0,330
1721,20210608,7.0,280
1722,20210608,6.0,200
1723,20210608,4.0,250
1724,20210608,8.0,270
1725,20210608,45.0,240
1726,20210608,57.0,210
1727,20210608,38.0,250
1728,20210608,29.0,190
1729,20210608,37.0,220
1730,20210608,39.0,200
1731,20210608,33.0,180
1732,20210608,49.0,190
1733,20210608,24.0,310
1734,20210608,20.0,220
1735,20210608,26.0,420
1736,20210608,12.0,270
1737,20210608,21.0,290
1738,20210608,10.0,260
1739,20210608,9.0,330
1740,20210608,19.0,310
1741,20210608,11.0,200
1742,20210608,27.0,180
1743,20210608,15.0,190
1744,20210608,13.0,260
1745,20210608,76.0,180
1746,20210608,54.0,160
1747,20210608,52.0,160
1748,20210615,74.0,410
1749,20210615,71.0,320
1750,20210615,72.0,410
1751,20210615,63.0,290
1752,20210615,64.0,260
1753,20210615,69.0,280
1754,20210615,73.0,320
1755,20210615,70.0,180
1756,20210615,56.0,170
1757,20210615,43.0,220
1758,20210615,75.0,460
1759,20210615,41.0,230
1760,20210615,34.0,780
1761,20210615,35.0,990
1762,20210615,47.0,630
1763,20210615,40.0,560
1764,20210615,44.0,220
1765,20210615,53.0,220
1766,20210615,31.0,240
1767,20210615,0.0,220
1768,20210615,5.0,180
1769,20210615,3.0,170
1770,20210615,2.0,220
1771,20210615,1.0,240
1772,20210615,7.0,200
1773,20210615,6.0,180
1774,20210615,4.0,310
1775,20210615,8.0,300
1776,20210615,45.0,260
1777,20210615,57.0,290
1778,20210615,38.0,260
1779,20210615,29.0,280
1780,20210615,37.0,280
1781,20210615,39.0,190
1782,20210615,33.0,260
1783,20210615,49.0,200
1784,20210615,24.0,210
1785,20210615,20.0,210
1786,20210615,26.0,210
1787,20210615,12.0,320
1788,20210615,21.0,370
1789,20210615,10.0,370
1790,20210615,9.0,330
1791,20210615,19.0,270
1792,20210615,11.0,290
1793,20210615,27.0,190
1794,20210615,15.0,200
1795,20210615,13.0,230
1796,20210615,76.0,220
1797,20210615,54.0,180
1798,20210615,52.0,180
1799,20210622,74.0,280
1800,20210622,71.0,320
1801,20210622,72.0,310
1802,20210622,63.0,190
1803,20210622,64.0,190
1804,20210622,69.0,200
1805,20210622,73.0,200
1806,20210622,70.0,160
1807,20210622,56.0,190
1808,20210622,43.0,230
1809,20210622,75.0,630
1810,20210622,41.0,270
1811,20210622,35.0,830
1812,20210622,36.0,210
1813,20210622,47.0,190
1814,20210622,40.0,180
1815,20210622,44.0,260
1816,20210622,53.0,830
1817,20210622,31.0,510
1818,20210622,0.0,260
1819,20210622,5.0,190
1820,20210622,3.0,210
1821,20210622,2.0,220
1822,20210622,1.0,270
1823,20210622,7.0,190
1824,20210622,6.0,190
1825,20210622,4.0,220
1826,20210622,8.0,180
1827,20210622,45.0,240
1828,20210622,57.0,180
1829,20210622,38.0,280
1830,20210622,29.0,280
1831,20210622,37.0,230
1832,20210622,39.0,250
1833,20210622,33.0,180
1834,20210622,49.0,190
1835,20210622,24.0,200
1836,20210622,20.0,180
1837,20210622,26.0,240
1838,20210622,12.0,280
1839,20210622,21.0,260
